flu_season,region,age_class,population
2017-2018,Nebraska,total,1929268.0
2017-2018,Nevada,0-5,184539.0
2017-2018,Nevada,10-14,201625.0
2017-2018,Nevada,15-19,182398.0
2017-2018,Nevada,20-24,180376.0
2017-2018,Nevada,25-29,225986.0
2017-2018,Nevada,30-34,216727.0
2017-2018,Nevada,35-39,206383.0
2017-2018,Nevada,40-44,198745.0
2017-2018,Nevada,45-49,202837.0
2017-2018,Nevada,5-9,188880.0
2017-2018,Nevada,50-54,193330.0
2017-2018,Nevada,55-59,191059.0
2017-2018,Nevada,60-64,186387.0
2017-2018,Nevada,65-69,158429.0
2017-2018,Nevada,70-74,133567.0
2017-2018,Nevada,75-79,86017.0
2017-2018,Nevada,80-84,52827.0
2017-2018,Nevada,85+,44280.0
2017-2018,Nevada,total,3034392.0
2017-2018,New Hampshire,0-5,62857.0
2017-2018,New Hampshire,10-14,76872.0
2017-2018,New Hampshire,15-19,91832.0
2017-2018,New Hampshire,20-24,85214.0
2017-2018,New Hampshire,25-29,85482.0
2017-2018,New Hampshire,30-34,82340.0
2017-2018,New Hampshire,35-39,79354.0
2017-2018,New Hampshire,40-44,75611.0
2017-2018,New Hampshire,45-49,89056.0
2017-2018,New Hampshire,5-9,68935.0
2017-2018,New Hampshire,50-54,100662.0
2017-2018,New Hampshire,55-59,111581.0
2017-2018,New Hampshire,60-64,101506.0
2017-2018,New Hampshire,65-69,82404.0
2017-2018,New Hampshire,70-74,64195.0
2017-2018,New Hampshire,75-79,42049.0
2017-2018,New Hampshire,80-84,25684.0
2017-2018,New Hampshire,85+,30824.0
2017-2018,New Hampshire,total,1356458.0
2017-2018,New Jersey,0-5,517694.0
2017-2018,New Jersey,10-14,573092.0
2017-2018,New Jersey,15-19,556312.0
2017-2018,New Jersey,20-24,554274.0
2017-2018,New Jersey,25-29,579646.0
2017-2018,New Jersey,30-34,571447.0
2017-2018,New Jersey,35-39,584365.0
2017-2018,New Jersey,40-44,563226.0
2017-2018,New Jersey,45-49,600544.0
2017-2018,New Jersey,5-9,517905.0
2017-2018,New Jersey,50-54,633055.0
2017-2018,New Jersey,55-59,634688.0
2017-2018,New Jersey,60-64,583983.0
2017-2018,New Jersey,65-69,450093.0
2017-2018,New Jersey,70-74,362260.0
2017-2018,New Jersey,75-79,259900.0
2017-2018,New Jersey,80-84,170278.0
2017-2018,New Jersey,85+,195758.0
2017-2018,New Jersey,total,8908520.0
2017-2018,New Mexico,0-5,118494.0
2017-2018,New Mexico,10-14,151078.0
2017-2018,New Mexico,15-19,142717.0
2017-2018,New Mexico,20-24,138863.0
2017-2018,New Mexico,25-29,140151.0
2017-2018,New Mexico,30-34,139002.0
2017-2018,New Mexico,35-39,136415.0
2017-2018,New Mexico,40-44,119846.0
2017-2018,New Mexico,45-49,118885.0
2017-2018,New Mexico,5-9,127795.0
2017-2018,New Mexico,50-54,121043.0
2017-2018,New Mexico,55-59,136486.0
2017-2018,New Mexico,60-64,136173.0
2017-2018,New Mexico,65-69,122403.0
2017-2018,New Mexico,70-74,98806.0
2017-2018,New Mexico,75-79,63948.0
2017-2018,New Mexico,80-84,42588.0
2017-2018,New Mexico,85+,40735.0
2017-2018,New Mexico,total,2095428.0
2017-2018,New York,0-5,1139842.0
2017-2018,New York,10-14,1154737.0
2017-2018,New York,15-19,1202251.0
2017-2018,New York,20-24,1294057.0
2017-2018,New York,25-29,1481229.0
2017-2018,New York,30-34,1391669.0
2017-2018,New York,35-39,1267696.0
2017-2018,New York,40-44,1166129.0
2017-2018,New York,45-49,1237619.0
2017-2018,New York,5-9,1078979.0
2017-2018,New York,50-54,1319719.0
2017-2018,New York,55-59,1327824.0
2017-2018,New York,60-64,1268393.0
2017-2018,New York,65-69,998749.0
2017-2018,New York,70-74,812846.0
2017-2018,New York,75-79,573314.0
2017-2018,New York,80-84,394527.0
2017-2018,New York,85+,432629.0
2017-2018,New York,total,19542209.0
2017-2018,North Carolina,0-5,597192.0
2017-2018,North Carolina,10-14,679947.0
2017-2018,North Carolina,15-19,701383.0
2017-2018,North Carolina,20-24,682328.0
2017-2018,North Carolina,25-29,721497.0
2017-2018,North Carolina,30-34,660813.0
2017-2018,North Carolina,35-39,663453.0
2017-2018,North Carolina,40-44,646951.0
2017-2018,North Carolina,45-49,696822.0
2017-2018,North Carolina,5-9,620626.0
2017-2018,North Carolina,50-54,681265.0
2017-2018,North Carolina,55-59,677844.0
2017-2018,North Carolina,60-64,664925.0
2017-2018,North Carolina,65-69,557841.0
2017-2018,North Carolina,70-74,456155.0
2017-2018,North Carolina,75-79,307710.0
2017-2018,North Carolina,80-84,187801.0
2017-2018,North Carolina,85+,179067.0
2017-2018,North Carolina,total,10383620.0
2017-2018,North Dakota,0-5,52175.0
2017-2018,North Dakota,10-14,47274.0
2017-2018,North Dakota,15-19,46455.0
2017-2018,North Dakota,20-24,62590.0
2017-2018,North Dakota,25-29,61306.0
2017-2018,North Dakota,30-34,55428.0
2017-2018,North Dakota,35-39,50387.0
2017-2018,North Dakota,40-44,40485.0
2017-2018,North Dakota,45-49,40457.0
2017-2018,North Dakota,5-9,50804.0
2017-2018,North Dakota,50-54,41060.0
2017-2018,North Dakota,55-59,49436.0
2017-2018,North Dakota,60-64,45787.0
2017-2018,North Dakota,65-69,37728.0
2017-2018,North Dakota,70-74,26319.0
2017-2018,North Dakota,75-79,18784.0
2017-2018,North Dakota,80-84,15163.0
2017-2018,North Dakota,85+,18439.0
2017-2018,North Dakota,total,760077.0
2017-2018,Ohio,0-5,693129.0
2017-2018,Ohio,10-14,752239.0
2017-2018,Ohio,15-19,773272.0
2017-2018,Ohio,20-24,752641.0
2017-2018,Ohio,25-29,800581.0
2017-2018,Ohio,30-34,732523.0
2017-2018,Ohio,35-39,721697.0
2017-2018,Ohio,40-44,675066.0
2017-2018,Ohio,45-49,732224.0
2017-2018,Ohio,5-9,691126.0
2017-2018,Ohio,50-54,755977.0
2017-2018,Ohio,55-59,816288.0
2017-2018,Ohio,60-64,796516.0
2017-2018,Ohio,65-69,657980.0
2017-2018,Ohio,70-74,494381.0
2017-2018,Ohio,75-79,363833.0
2017-2018,Ohio,80-84,231684.0
2017-2018,Ohio,85+,248285.0
2017-2018,Ohio,total,11689442.0
2017-2018,Oklahoma,0-5,258036.0
2017-2018,Oklahoma,10-14,277994.0
2017-2018,Oklahoma,15-19,270953.0
2017-2018,Oklahoma,20-24,266367.0
2017-2018,Oklahoma,25-29,280951.0
2017-2018,Oklahoma,30-34,261785.0
2017-2018,Oklahoma,35-39,262060.0
2017-2018,Oklahoma,40-44,230017.0
2017-2018,Oklahoma,45-49,230969.0
2017-2018,Oklahoma,5-9,262116.0
2017-2018,Oklahoma,50-54,228044.0
2017-2018,Oklahoma,55-59,256188.0
2017-2018,Oklahoma,60-64,237998.0
2017-2018,Oklahoma,65-69,199393.0
2017-2018,Oklahoma,70-74,162446.0
2017-2018,Oklahoma,75-79,109524.0
2017-2018,Oklahoma,80-84,75655.0
2017-2018,Oklahoma,85+,72583.0
2017-2018,Oklahoma,total,3943079.0
2017-2018,Oregon,0-5,230515.0
2017-2018,Oregon,10-14,253861.0
2017-2018,Oregon,15-19,252056.0
2017-2018,Oregon,20-24,264987.0
2017-2018,Oregon,25-29,300260.0
2017-2018,Oregon,30-34,292395.0
2017-2018,Oregon,35-39,288287.0
2017-2018,Oregon,40-44,268546.0
2017-2018,Oregon,45-49,269492.0
2017-2018,Oregon,5-9,236914.0
2017-2018,Oregon,50-54,249988.0
2017-2018,Oregon,55-59,267232.0
2017-2018,Oregon,60-64,276569.0
2017-2018,Oregon,65-69,259612.0
2017-2018,Oregon,70-74,187984.0
2017-2018,Oregon,75-79,128833.0
2017-2018,Oregon,80-84,81800.0
2017-2018,Oregon,85+,81382.0
2017-2018,Oregon,total,4190713.0
2017-2018,Pennsylvania,0-5,700416.0
2017-2018,Pennsylvania,10-14,775827.0
2017-2018,Pennsylvania,15-19,815621.0
2017-2018,Pennsylvania,20-24,812406.0
2017-2018,Pennsylvania,25-29,867025.0
2017-2018,Pennsylvania,30-34,828048.0
2017-2018,Pennsylvania,35-39,775284.0
2017-2018,Pennsylvania,40-44,720829.0
2017-2018,Pennsylvania,45-49,803614.0
2017-2018,Pennsylvania,5-9,708163.0
2017-2018,Pennsylvania,50-54,855927.0
2017-2018,Pennsylvania,55-59,916749.0
2017-2018,Pennsylvania,60-64,894782.0
2017-2018,Pennsylvania,65-69,738871.0
2017-2018,Pennsylvania,70-74,572288.0
2017-2018,Pennsylvania,75-79,416388.0
2017-2018,Pennsylvania,80-84,291182.0
2017-2018,Pennsylvania,85+,313640.0
2017-2018,Pennsylvania,total,12807060.0
2017-2018,Puerto Rico,0-5,125796.0
2017-2018,Puerto Rico,10-14,181046.0
2017-2018,Puerto Rico,15-19,210051.0
2017-2018,Puerto Rico,20-24,222760.0
2017-2018,Puerto Rico,25-29,206718.0
2017-2018,Puerto Rico,30-34,174727.0
2017-2018,Puerto Rico,35-39,186134.0
2017-2018,Puerto Rico,40-44,210845.0
2017-2018,Puerto Rico,45-49,205821.0
2017-2018,Puerto Rico,5-9,167470.0
2017-2018,Puerto Rico,50-54,216307.0
2017-2018,Puerto Rico,55-59,214899.0
2017-2018,Puerto Rico,60-64,211363.0
2017-2018,Puerto Rico,65-69,187615.0
2017-2018,Puerto Rico,70-74,174204.0
2017-2018,Puerto Rico,75-79,128683.0
2017-2018,Puerto Rico,80-84,89096.0
2017-2018,Puerto Rico,85+,81618.0
2017-2018,Puerto Rico,total,3195153.0
2017-2018,Rhode Island,0-5,54430.0
2017-2018,Rhode Island,10-14,55343.0
2017-2018,Rhode Island,15-19,74635.0
2017-2018,Rhode Island,20-24,75521.0
2017-2018,Rhode Island,25-29,76863.0
2017-2018,Rhode Island,30-34,69486.0
2017-2018,Rhode Island,35-39,65561.0
2017-2018,Rhode Island,40-44,57576.0
2017-2018,Rhode Island,45-49,66301.0
2017-2018,Rhode Island,5-9,56691.0
2017-2018,Rhode Island,50-54,73705.0
2017-2018,Rhode Island,55-59,73211.0
2017-2018,Rhode Island,60-64,75347.0
2017-2018,Rhode Island,65-69,56430.0
2017-2018,Rhode Island,70-74,46841.0
2017-2018,Rhode Island,75-79,31082.0
2017-2018,Rhode Island,80-84,21833.0
2017-2018,Rhode Island,85+,26459.0
2017-2018,Rhode Island,total,1057315.0
2017-2018,South Carolina,0-5,287356.0
2017-2018,South Carolina,10-14,323598.0
2017-2018,South Carolina,15-19,340480.0
2017-2018,South Carolina,20-24,332798.0
2017-2018,South Carolina,25-29,339718.0
2017-2018,South Carolina,30-34,314637.0
2017-2018,South Carolina,35-39,316752.0
2017-2018,South Carolina,40-44,306611.0
2017-2018,South Carolina,45-49,316484.0
2017-2018,South Carolina,5-9,307540.0
2017-2018,South Carolina,50-54,320525.0
2017-2018,South Carolina,55-59,349353.0
2017-2018,South Carolina,60-64,328521.0
2017-2018,South Carolina,65-69,302807.0
2017-2018,South Carolina,70-74,250255.0
2017-2018,South Carolina,75-79,163462.0
2017-2018,South Carolina,80-84,98458.0
2017-2018,South Carolina,85+,84772.0
2017-2018,South Carolina,total,5084127.0
2017-2018,South Dakota,0-5,60427.0
2017-2018,South Dakota,10-14,61566.0
2017-2018,South Dakota,15-19,59836.0
2017-2018,South Dakota,20-24,58791.0
2017-2018,South Dakota,25-29,61430.0
2017-2018,South Dakota,30-34,54870.0
2017-2018,South Dakota,35-39,55592.0
2017-2018,South Dakota,40-44,49575.0
2017-2018,South Dakota,45-49,47029.0
2017-2018,South Dakota,5-9,58765.0
2017-2018,South Dakota,50-54,50234.0
2017-2018,South Dakota,55-59,58813.0
2017-2018,South Dakota,60-64,58949.0
2017-2018,South Dakota,65-69,48917.0
2017-2018,South Dakota,70-74,36105.0
2017-2018,South Dakota,75-79,23706.0
2017-2018,South Dakota,80-84,15869.0
2017-2018,South Dakota,85+,21761.0
2017-2018,South Dakota,total,882235.0
2017-2018,Tennessee,0-5,404439.0
2017-2018,Tennessee,10-14,434765.0
2017-2018,Tennessee,15-19,439465.0
2017-2018,Tennessee,20-24,437346.0
2017-2018,Tennessee,25-29,484179.0
2017-2018,Tennessee,30-34,430604.0
2017-2018,Tennessee,35-39,433396.0
2017-2018,Tennessee,40-44,413042.0
2017-2018,Tennessee,45-49,445683.0
2017-2018,Tennessee,5-9,413172.0
2017-2018,Tennessee,50-54,438278.0
2017-2018,Tennessee,55-59,445131.0
2017-2018,Tennessee,60-64,445713.0
2017-2018,Tennessee,65-69,366664.0
2017-2018,Tennessee,70-74,291896.0
2017-2018,Tennessee,75-79,202763.0
2017-2018,Tennessee,80-84,130012.0
2017-2018,Tennessee,85+,113462.0
2017-2018,Tennessee,total,6770010.0
2017-2018,Texas,0-5,2010781.0
2017-2018,Texas,10-14,2171522.0
2017-2018,Texas,15-19,2069341.0
2017-2018,Texas,20-24,1988685.0
2017-2018,Texas,25-29,2128188.0
2017-2018,Texas,30-34,2053772.0
2017-2018,Texas,35-39,2031128.0
2017-2018,Texas,40-44,1879495.0
2017-2018,Texas,45-49,1839837.0
2017-2018,Texas,5-9,1984419.0
2017-2018,Texas,50-54,1711162.0
2017-2018,Texas,55-59,1694490.0
2017-2018,Texas,60-64,1539426.0
2017-2018,Texas,65-69,1231266.0
2017-2018,Texas,70-74,943028.0
2017-2018,Texas,75-79,627484.0
2017-2018,Texas,80-84,414886.0
2017-2018,Texas,85+,382935.0
2017-2018,Texas,total,28701845.0
2017-2018,United States,0-5,19646315.0
2017-2018,United States,10-14,21392922.0
2017-2018,United States,15-19,21445493.0
2017-2018,United States,20-24,21717962.0
2017-2018,United States,25-29,23320702.0
2017-2018,United States,30-34,22023972.0
2017-2018,United States,35-39,21571302.0
2017-2018,United States,40-44,19927151.0
2017-2018,United States,45-49,20733440.0
2017-2018,United States,5-9,19805900.0
2017-2018,United States,50-54,20871804.0
2017-2018,United States,55-59,21624541.0
2017-2018,United States,60-64,20662821.0
2017-2018,United States,65-69,17107288.0
2017-2018,United States,70-74,13464025.0
2017-2018,United States,75-79,9378512.0
2017-2018,United States,80-84,6169441.0
2017-2018,United States,85+,6303848.0
2017-2018,United States,total,327167439.0
2017-2018,Utah,0-5,250194.0
2017-2018,Utah,10-14,270952.0
2017-2018,Utah,15-19,250173.0
2017-2018,Utah,20-24,260774.0
2017-2018,Utah,25-29,245849.0
2017-2018,Utah,30-34,217495.0
2017-2018,Utah,35-39,227212.0
2017-2018,Utah,40-44,210741.0
2017-2018,Utah,45-49,173172.0
2017-2018,Utah,5-9,257110.0
2017-2018,Utah,50-54,145859.0
2017-2018,Utah,55-59,152425.0
2017-2018,Utah,60-64,147852.0
2017-2018,Utah,65-69,120686.0
2017-2018,Utah,70-74,91520.0
2017-2018,Utah,75-79,59154.0
2017-2018,Utah,80-84,44674.0
2017-2018,Utah,85+,35263.0
2017-2018,Utah,total,3161105.0
2017-2018,Vermont,0-5,28810.0
2017-2018,Vermont,10-14,33938.0
2017-2018,Vermont,15-19,42229.0
2017-2018,Vermont,20-24,43479.0
2017-2018,Vermont,25-29,38651.0
2017-2018,Vermont,30-34,36407.0
2017-2018,Vermont,35-39,36873.0
2017-2018,Vermont,40-44,33240.0
2017-2018,Vermont,45-49,38397.0
2017-2018,Vermont,5-9,32019.0
2017-2018,Vermont,50-54,42298.0
2017-2018,Vermont,55-59,47049.0
2017-2018,Vermont,60-64,49034.0
2017-2018,Vermont,65-69,43128.0
2017-2018,Vermont,70-74,32627.0
2017-2018,Vermont,75-79,21829.0
2017-2018,Vermont,80-84,13142.0
2017-2018,Vermont,85+,13149.0
2017-2018,Vermont,total,626299.0
2017-2018,Virginia,0-5,502102.0
2017-2018,Virginia,10-14,534414.0
2017-2018,Virginia,15-19,564667.0
2017-2018,Virginia,20-24,579716.0
2017-2018,Virginia,25-29,586334.0
2017-2018,Virginia,30-34,583854.0
2017-2018,Virginia,35-39,578861.0
2017-2018,Virginia,40-44,535705.0
2017-2018,Virginia,45-49,556213.0
2017-2018,Virginia,5-9,514779.0
2017-2018,Virginia,50-54,559482.0
2017-2018,Virginia,55-59,574308.0
2017-2018,Virginia,60-64,529025.0
2017-2018,Virginia,65-69,445145.0
2017-2018,Virginia,70-74,334357.0
2017-2018,Virginia,75-79,235977.0
2017-2018,Virginia,80-84,154560.0
2017-2018,Virginia,85+,148186.0
2017-2018,Virginia,total,8517685.0
2017-2018,Washington,0-5,458194.0
2017-2018,Washington,10-14,468155.0
2017-2018,Washington,15-19,452515.0
2017-2018,Washington,20-24,475177.0
2017-2018,Washington,25-29,587713.0
2017-2018,Washington,30-34,565656.0
2017-2018,Washington,35-39,540013.0
2017-2018,Washington,40-44,466315.0
2017-2018,Washington,45-49,473402.0
2017-2018,Washington,5-9,466487.0
2017-2018,Washington,50-54,457519.0
2017-2018,Washington,55-59,488025.0
2017-2018,Washington,60-64,472433.0
2017-2018,Washington,65-69,396212.0
2017-2018,Washington,70-74,314569.0
2017-2018,Washington,75-79,202049.0
2017-2018,Washington,80-84,123101.0
2017-2018,Washington,85+,128056.0
2017-2018,Washington,total,7535591.0
2017-2018,West Virginia,0-5,93922.0
2017-2018,West Virginia,10-14,107390.0
2017-2018,West Virginia,15-19,112776.0
2017-2018,West Virginia,20-24,113760.0
2017-2018,West Virginia,25-29,108768.0
2017-2018,West Virginia,30-34,100234.0
2017-2018,West Virginia,35-39,106910.0
2017-2018,West Virginia,40-44,111893.0
2017-2018,West Virginia,45-49,115061.0
2017-2018,West Virginia,5-9,97203.0
2017-2018,West Virginia,50-54,118048.0
2017-2018,West Virginia,55-59,127449.0
2017-2018,West Virginia,60-64,131202.0
2017-2018,West Virginia,65-69,127674.0
2017-2018,West Virginia,70-74,87616.0
2017-2018,West Virginia,75-79,64656.0
2017-2018,West Virginia,80-84,41051.0
2017-2018,West Virginia,85+,40219.0
2017-2018,West Virginia,total,1805832.0
2017-2018,Wisconsin,0-5,330651.0
2017-2018,Wisconsin,10-14,374768.0
2017-2018,Wisconsin,15-19,378566.0
2017-2018,Wisconsin,20-24,394807.0
2017-2018,Wisconsin,25-29,372302.0
2017-2018,Wisconsin,30-34,363463.0
2017-2018,Wisconsin,35-39,375555.0
2017-2018,Wisconsin,40-44,331121.0
2017-2018,Wisconsin,45-49,350740.0
2017-2018,Wisconsin,5-9,342754.0
2017-2018,Wisconsin,50-54,387617.0
2017-2018,Wisconsin,55-59,419486.0
2017-2018,Wisconsin,60-64,405255.0
2017-2018,Wisconsin,65-69,328703.0
2017-2018,Wisconsin,70-74,242969.0
2017-2018,Wisconsin,75-79,170480.0
2017-2018,Wisconsin,80-84,119576.0
2017-2018,Wisconsin,85+,124755.0
2017-2018,Wisconsin,total,5813568.0
2017-2018,Wyoming,0-5,35395.0
2017-2018,Wyoming,10-14,40645.0
2017-2018,Wyoming,15-19,40744.0
2017-2018,Wyoming,20-24,32880.0
2017-2018,Wyoming,25-29,38983.0
2017-2018,Wyoming,30-34,38271.0
2017-2018,Wyoming,35-39,39572.0
2017-2018,Wyoming,40-44,32833.0
2017-2018,Wyoming,45-49,33547.0
2017-2018,Wyoming,5-9,34937.0
2017-2018,Wyoming,50-54,33940.0
2017-2018,Wyoming,55-59,38002.0
2017-2018,Wyoming,60-64,41431.0
2017-2018,Wyoming,65-69,35859.0
2017-2018,Wyoming,70-74,23608.0
2017-2018,Wyoming,75-79,17470.0
2017-2018,Wyoming,80-84,10362.0
2017-2018,Wyoming,85+,9258.0
2017-2018,Wyoming,total,577737.0
2018-2019,Alabama,0-5,286597.0
2018-2019,Alabama,10-14,317645.0
2018-2019,Alabama,15-19,326671.0
2018-2019,Alabama,20-24,317739.0
2018-2019,Alabama,25-29,325338.0
2018-2019,Alabama,30-34,312065.0
2018-2019,Alabama,35-39,307138.0
2018-2019,Alabama,40-44,298601.0
2018-2019,Alabama,45-49,305229.0
2018-2019,Alabama,5-9,294475.0
2018-2019,Alabama,50-54,304162.0
2018-2019,Alabama,55-59,321296.0
2018-2019,Alabama,60-64,331917.0
2018-2019,Alabama,65-69,274325.0
2018-2019,Alabama,70-74,231232.0
2018-2019,Alabama,75-79,156756.0
2018-2019,Alabama,80-84,107315.0
2018-2019,Alabama,85+,84684.0
2018-2019,Alabama,total,4903185.0
2018-2019,Alaska,0-5,50891.0
2018-2019,Alaska,10-14,49737.0
2018-2019,Alaska,15-19,46531.0
2018-2019,Alaska,20-24,47636.0
2018-2019,Alaska,25-29,60357.0
2018-2019,Alaska,30-34,57621.0
2018-2019,Alaska,35-39,49093.0
2018-2019,Alaska,40-44,43942.0
2018-2019,Alaska,45-49,42772.0
2018-2019,Alaska,5-9,52692.0
2018-2019,Alaska,50-54,44915.0
2018-2019,Alaska,55-59,48858.0
2018-2019,Alaska,60-64,45912.0
2018-2019,Alaska,65-69,35953.0
2018-2019,Alaska,70-74,25705.0
2018-2019,Alaska,75-79,14030.0
2018-2019,Alaska,80-84,8235.0
2018-2019,Alaska,85+,6665.0
2018-2019,Alaska,total,731545.0
2018-2019,Arizona,0-5,427707.0
2018-2019,Arizona,10-14,486413.0
2018-2019,Arizona,15-19,483546.0
2018-2019,Arizona,20-24,490999.0
2018-2019,Arizona,25-29,524185.0
2018-2019,Arizona,30-34,477409.0
2018-2019,Arizona,35-39,457525.0
2018-2019,Arizona,40-44,441008.0
2018-2019,Arizona,45-49,433492.0
2018-2019,Arizona,5-9,445512.0
2018-2019,Arizona,50-54,419589.0
2018-2019,Arizona,55-59,445006.0
2018-2019,Arizona,60-64,439085.0
2018-2019,Arizona,65-69,399593.0
2018-2019,Arizona,70-74,352238.0
2018-2019,Arizona,75-79,257211.0
2018-2019,Arizona,80-84,167394.0
2018-2019,Arizona,85+,130805.0
2018-2019,Arizona,total,7278717.0
2018-2019,Arkansas,0-5,183327.0
2018-2019,Arkansas,10-14,202376.0
2018-2019,Arkansas,15-19,205446.0
2018-2019,Arkansas,20-24,197910.0
2018-2019,Arkansas,25-29,200273.0
2018-2019,Arkansas,30-34,186329.0
2018-2019,Arkansas,35-39,190582.0
2018-2019,Arkansas,40-44,186602.0
2018-2019,Arkansas,45-49,183391.0
2018-2019,Arkansas,5-9,192289.0
2018-2019,Arkansas,50-54,178993.0
2018-2019,Arkansas,55-59,192477.0
2018-2019,Arkansas,60-64,193572.0
2018-2019,Arkansas,65-69,164385.0
2018-2019,Arkansas,70-74,139037.0
2018-2019,Arkansas,75-79,99719.0
2018-2019,Arkansas,80-84,62524.0
2018-2019,Arkansas,85+,58572.0
2018-2019,Arkansas,total,3017804.0
2018-2019,California,0-5,2377839.0
2018-2019,California,10-14,2629510.0
2018-2019,California,15-19,2547449.0
2018-2019,California,20-24,2638791.0
2018-2019,California,25-29,3085132.0
2018-2019,California,30-34,2950920.0
2018-2019,California,35-39,2764917.0
2018-2019,California,40-44,2533994.0
2018-2019,California,45-49,2512971.0
2018-2019,California,5-9,2380762.0
2018-2019,California,50-54,2461846.0
2018-2019,California,55-59,2461936.0
2018-2019,California,60-64,2331158.0
2018-2019,California,65-69,1868922.0
2018-2019,California,70-74,1522934.0
2018-2019,California,75-79,1022127.0
2018-2019,California,80-84,703715.0
2018-2019,California,85+,717300.0
2018-2019,California,total,39512223.0
2018-2019,Colorado,0-5,327302.0
2018-2019,Colorado,10-14,366422.0
2018-2019,Colorado,15-19,365529.0
2018-2019,Colorado,20-24,380338.0
2018-2019,Colorado,25-29,459622.0
2018-2019,Colorado,30-34,448005.0
2018-2019,Colorado,35-39,432098.0
2018-2019,Colorado,40-44,373208.0
2018-2019,Colorado,45-49,365341.0
2018-2019,Colorado,5-9,344202.0
2018-2019,Colorado,50-54,339451.0
2018-2019,Colorado,55-59,357955.0
2018-2019,Colorado,60-64,353885.0
2018-2019,Colorado,65-69,294456.0
2018-2019,Colorado,70-74,230513.0
2018-2019,Colorado,75-79,143127.0
2018-2019,Colorado,80-84,88708.0
