flu_season,region,age_class,population
2016-2017,Tennessee,5-9,406018.0
2016-2017,Tennessee,50-54,450078.0
2016-2017,Tennessee,55-59,449469.0
2016-2017,Tennessee,60-64,429550.0
2016-2017,Tennessee,65-69,363246.0
2016-2017,Tennessee,70-74,279404.0
2016-2017,Tennessee,75-79,193477.0
2016-2017,Tennessee,80-84,121240.0
2016-2017,Tennessee,85+,113033.0
2016-2017,Tennessee,total,6715984.0
2016-2017,Texas,0-5,2020164.0
2016-2017,Texas,10-14,2105315.0
2016-2017,Texas,15-19,2029893.0
2016-2017,Texas,20-24,1985368.0
2016-2017,Texas,25-29,2085081.0
2016-2017,Texas,30-34,2037658.0
2016-2017,Texas,35-39,1971837.0
2016-2017,Texas,40-44,1861202.0
2016-2017,Texas,45-49,1822417.0
2016-2017,Texas,5-9,2014510.0
2016-2017,Texas,50-54,1716972.0
2016-2017,Texas,55-59,1673649.0
2016-2017,Texas,60-64,1515038.0
2016-2017,Texas,65-69,1188268.0
2016-2017,Texas,70-74,902080.0
2016-2017,Texas,75-79,597625.0
2016-2017,Texas,80-84,403104.0
2016-2017,Texas,85+,374415.0
2016-2017,Texas,total,28304596.0
2016-2017,Utah,0-5,253089.0
2016-2017,Utah,10-14,262032.0
2016-2017,Utah,15-19,244357.0
2016-2017,Utah,20-24,256541.0
2016-2017,Utah,25-29,236140.0
2016-2017,Utah,30-34,217298.0
2016-2017,Utah,35-39,229743.0
2016-2017,Utah,40-44,194436.0
2016-2017,Utah,45-49,168685.0
2016-2017,Utah,5-9,258779.0
2016-2017,Utah,50-54,148312.0
2016-2017,Utah,55-59,150602.0
2016-2017,Utah,60-64,146624.0
2016-2017,Utah,65-69,116073.0
2016-2017,Utah,70-74,85794.0
2016-2017,Utah,75-79,57647.0
2016-2017,Utah,80-84,38553.0
2016-2017,Utah,85+,37128.0
2016-2017,Utah,total,3101833.0
2016-2017,Vermont,0-5,30096.0
2016-2017,Vermont,10-14,34982.0
2016-2017,Vermont,15-19,40017.0
2016-2017,Vermont,20-24,47467.0
2016-2017,Vermont,25-29,37979.0
2016-2017,Vermont,30-34,35885.0
2016-2017,Vermont,35-39,37205.0
2016-2017,Vermont,40-44,32032.0
2016-2017,Vermont,45-49,38776.0
2016-2017,Vermont,5-9,31828.0
2016-2017,Vermont,50-54,43999.0
2016-2017,Vermont,55-59,48173.0
2016-2017,Vermont,60-64,48068.0
2016-2017,Vermont,65-69,39715.0
2016-2017,Vermont,70-74,31246.0
2016-2017,Vermont,75-79,19805.0
2016-2017,Vermont,80-84,13089.0
2016-2017,Vermont,85+,13295.0
2016-2017,Vermont,total,623657.0
2016-2017,Virginia,0-5,501972.0
2016-2017,Virginia,10-14,534952.0
2016-2017,Virginia,15-19,550916.0
2016-2017,Virginia,20-24,589483.0
2016-2017,Virginia,25-29,583238.0
2016-2017,Virginia,30-34,581928.0
2016-2017,Virginia,35-39,580953.0
2016-2017,Virginia,40-44,526777.0
2016-2017,Virginia,45-49,563478.0
2016-2017,Virginia,5-9,513476.0
2016-2017,Virginia,50-54,577855.0
2016-2017,Virginia,55-59,568971.0
2016-2017,Virginia,60-64,524417.0
2016-2017,Virginia,65-69,443619.0
2016-2017,Virginia,70-74,318660.0
2016-2017,Virginia,75-79,219529.0
2016-2017,Virginia,80-84,143449.0
2016-2017,Virginia,85+,146347.0
2016-2017,Virginia,total,8470020.0
2016-2017,Washington,0-5,455015.0
2016-2017,Washington,10-14,456754.0
2016-2017,Washington,15-19,445939.0
2016-2017,Washington,20-24,480895.0
2016-2017,Washington,25-29,564582.0
2016-2017,Washington,30-34,540761.0
2016-2017,Washington,35-39,525459.0
2016-2017,Washington,40-44,451908.0
2016-2017,Washington,45-49,479068.0
2016-2017,Washington,5-9,465172.0
2016-2017,Washington,50-54,467072.0
2016-2017,Washington,55-59,484105.0
2016-2017,Washington,60-64,471254.0
2016-2017,Washington,65-69,393043.0
2016-2017,Washington,70-74,290895.0
2016-2017,Washington,75-79,181954.0
2016-2017,Washington,80-84,124238.0
2016-2017,Washington,85+,127629.0
2016-2017,Washington,total,7405743.0
2016-2017,West Virginia,0-5,97887.0
2016-2017,West Virginia,10-14,107906.0
2016-2017,West Virginia,15-19,114946.0
2016-2017,West Virginia,20-24,111535.0
2016-2017,West Virginia,25-29,108237.0
2016-2017,West Virginia,30-34,100360.0
2016-2017,West Virginia,35-39,109842.0
2016-2017,West Virginia,40-44,110791.0
2016-2017,West Virginia,45-49,117380.0
2016-2017,West Virginia,5-9,104233.0
2016-2017,West Virginia,50-54,120359.0
2016-2017,West Virginia,55-59,124846.0
2016-2017,West Virginia,60-64,136963.0
2016-2017,West Virginia,65-69,121254.0
2016-2017,West Virginia,70-74,86330.0
2016-2017,West Virginia,75-79,64363.0
2016-2017,West Virginia,80-84,40293.0
2016-2017,West Virginia,85+,38332.0
2016-2017,West Virginia,total,1815857.0
2016-2017,Wisconsin,0-5,333985.0
2016-2017,Wisconsin,10-14,374137.0
2016-2017,Wisconsin,15-19,379515.0
2016-2017,Wisconsin,20-24,401915.0
2016-2017,Wisconsin,25-29,360889.0
2016-2017,Wisconsin,30-34,366225.0
2016-2017,Wisconsin,35-39,372261.0
2016-2017,Wisconsin,40-44,326665.0
2016-2017,Wisconsin,45-49,362202.0
2016-2017,Wisconsin,5-9,347700.0
2016-2017,Wisconsin,50-54,398973.0
2016-2017,Wisconsin,55-59,429312.0
2016-2017,Wisconsin,60-64,385520.0
2016-2017,Wisconsin,65-69,323943.0
2016-2017,Wisconsin,70-74,229783.0
2016-2017,Wisconsin,75-79,159844.0
2016-2017,Wisconsin,80-84,116201.0
2016-2017,Wisconsin,85+,126413.0
2016-2017,Wisconsin,total,5795483.0
2016-2017,Wyoming,0-5,37910.0
2016-2017,Wyoming,10-14,38498.0
2016-2017,Wyoming,15-19,38542.0
2016-2017,Wyoming,20-24,36372.0
2016-2017,Wyoming,25-29,39254.0
2016-2017,Wyoming,30-34,40568.0
2016-2017,Wyoming,35-39,36845.0
2016-2017,Wyoming,40-44,33756.0
2016-2017,Wyoming,45-49,31142.0
2016-2017,Wyoming,5-9,40293.0
2016-2017,Wyoming,50-54,33840.0
2016-2017,Wyoming,55-59,43939.0
2016-2017,Wyoming,60-64,37919.0
2016-2017,Wyoming,65-69,32431.0
2016-2017,Wyoming,70-74,22801.0
2016-2017,Wyoming,75-79,15620.0
2016-2017,Wyoming,80-84,9090.0
2016-2017,Wyoming,85+,10495.0
2016-2017,Wyoming,total,579315.0
2017-2018,Alabama,0-5,288589.0
2017-2018,Alabama,10-14,321430.0
2017-2018,Alabama,15-19,332209.0
2017-2018,Alabama,20-24,317810.0
2017-2018,Alabama,25-29,332394.0
2017-2018,Alabama,30-34,303582.0
2017-2018,Alabama,35-39,295430.0
2017-2018,Alabama,40-44,298050.0
2017-2018,Alabama,45-49,309880.0
2017-2018,Alabama,5-9,290369.0
2017-2018,Alabama,50-54,316293.0
2017-2018,Alabama,55-59,332700.0
2017-2018,Alabama,60-64,319472.0
2017-2018,Alabama,65-69,269845.0
2017-2018,Alabama,70-74,223551.0
2017-2018,Alabama,75-79,152542.0
2017-2018,Alabama,80-84,98483.0
2017-2018,Alabama,85+,85242.0
2017-2018,Alabama,total,4887871.0
2017-2018,Alaska,0-5,52173.0
2017-2018,Alaska,10-14,49747.0
2017-2018,Alaska,15-19,48514.0
2017-2018,Alaska,20-24,49107.0
2017-2018,Alaska,25-29,62616.0
2017-2018,Alaska,30-34,55072.0
2017-2018,Alaska,35-39,53482.0
2017-2018,Alaska,40-44,43538.0
2017-2018,Alaska,45-49,42487.0
2017-2018,Alaska,5-9,52544.0
2017-2018,Alaska,50-54,46846.0
2017-2018,Alaska,55-59,47300.0
2017-2018,Alaska,60-64,46012.0
2017-2018,Alaska,65-69,37327.0
2017-2018,Alaska,70-74,22303.0
2017-2018,Alaska,75-79,12674.0
2017-2018,Alaska,80-84,8326.0
2017-2018,Alaska,85+,7370.0
2017-2018,Alaska,total,737438.0
2017-2018,Arizona,0-5,434032.0
2017-2018,Arizona,10-14,488738.0
2017-2018,Arizona,15-19,477306.0
2017-2018,Arizona,20-24,489653.0
2017-2018,Arizona,25-29,512972.0
2017-2018,Arizona,30-34,466356.0
2017-2018,Arizona,35-39,452363.0
2017-2018,Arizona,40-44,430255.0
2017-2018,Arizona,45-49,433641.0
2017-2018,Arizona,5-9,441613.0
2017-2018,Arizona,50-54,418821.0
2017-2018,Arizona,55-59,430467.0
2017-2018,Arizona,60-64,436326.0
2017-2018,Arizona,65-69,391251.0
2017-2018,Arizona,70-74,336705.0
2017-2018,Arizona,75-79,246493.0
2017-2018,Arizona,80-84,151915.0
2017-2018,Arizona,85+,132739.0
2017-2018,Arizona,total,7171646.0
2017-2018,Arkansas,0-5,188092.0
2017-2018,Arkansas,10-14,203502.0
2017-2018,Arkansas,15-19,208021.0
2017-2018,Arkansas,20-24,199748.0
2017-2018,Arkansas,25-29,203717.0
2017-2018,Arkansas,30-34,189220.0
2017-2018,Arkansas,35-39,189693.0
2017-2018,Arkansas,40-44,177360.0
2017-2018,Arkansas,45-49,183716.0
2017-2018,Arkansas,5-9,192523.0
2017-2018,Arkansas,50-54,186627.0
2017-2018,Arkansas,55-59,196034.0
2017-2018,Arkansas,60-64,187896.0
2017-2018,Arkansas,65-69,162356.0
2017-2018,Arkansas,70-74,134452.0
2017-2018,Arkansas,75-79,97211.0
2017-2018,Arkansas,80-84,57488.0
2017-2018,Arkansas,85+,56169.0
2017-2018,Arkansas,total,3013825.0
2017-2018,California,0-5,2428493.0
2017-2018,California,10-14,2646096.0
2017-2018,California,15-19,2557470.0
2017-2018,California,20-24,2710448.0
2017-2018,California,25-29,3117499.0
2017-2018,California,30-34,2916899.0
2017-2018,California,35-39,2764526.0
2017-2018,California,40-44,2499931.0
2017-2018,California,45-49,2569554.0
2017-2018,California,5-9,2398894.0
2017-2018,California,50-54,2498472.0
2017-2018,California,55-59,2485050.0
2017-2018,California,60-64,2296376.0
2017-2018,California,65-69,1856655.0
2017-2018,California,70-74,1429806.0
2017-2018,California,75-79,975951.0
2017-2018,California,80-84,675345.0
2017-2018,California,85+,729580.0
2017-2018,California,total,39557045.0
2017-2018,Colorado,0-5,335642.0
2017-2018,Colorado,10-14,364535.0
2017-2018,Colorado,15-19,368833.0
2017-2018,Colorado,20-24,374122.0
2017-2018,Colorado,25-29,447283.0
2017-2018,Colorado,30-34,442373.0
2017-2018,Colorado,35-39,406854.0
2017-2018,Colorado,40-44,374534.0
2017-2018,Colorado,45-49,367907.0
2017-2018,Colorado,5-9,352145.0
2017-2018,Colorado,50-54,342311.0
2017-2018,Colorado,55-59,362167.0
2017-2018,Colorado,60-64,349003.0
2017-2018,Colorado,65-69,284168.0
2017-2018,Colorado,70-74,218250.0
2017-2018,Colorado,75-79,132153.0
2017-2018,Colorado,80-84,85878.0
2017-2018,Colorado,85+,87406.0
2017-2018,Colorado,total,5695564.0
2017-2018,Connecticut,0-5,181224.0
2017-2018,Connecticut,10-14,224026.0
2017-2018,Connecticut,15-19,242294.0
2017-2018,Connecticut,20-24,239846.0
2017-2018,Connecticut,25-29,222988.0
2017-2018,Connecticut,30-34,224903.0
2017-2018,Connecticut,35-39,213958.0
2017-2018,Connecticut,40-44,210615.0
2017-2018,Connecticut,45-49,234868.0
2017-2018,Connecticut,5-9,191879.0
2017-2018,Connecticut,50-54,259774.0
2017-2018,Connecticut,55-59,260520.0
2017-2018,Connecticut,60-64,252623.0
2017-2018,Connecticut,65-69,187057.0
2017-2018,Connecticut,70-74,156003.0
2017-2018,Connecticut,75-79,112448.0
2017-2018,Connecticut,80-84,69943.0
2017-2018,Connecticut,85+,87696.0
2017-2018,Connecticut,total,3572665.0
2017-2018,Delaware,0-5,54335.0
2017-2018,Delaware,10-14,62410.0
2017-2018,Delaware,15-19,59345.0
2017-2018,Delaware,20-24,59553.0
2017-2018,Delaware,25-29,66046.0
2017-2018,Delaware,30-34,61353.0
2017-2018,Delaware,35-39,59399.0
2017-2018,Delaware,40-44,52994.0
2017-2018,Delaware,45-49,57927.0
2017-2018,Delaware,5-9,51828.0
2017-2018,Delaware,50-54,64960.0
2017-2018,Delaware,55-59,68726.0
2017-2018,Delaware,60-64,67539.0
2017-2018,Delaware,65-69,59895.0
2017-2018,Delaware,70-74,48000.0
2017-2018,Delaware,75-79,36377.0
2017-2018,Delaware,80-84,17880.0
2017-2018,Delaware,85+,18604.0
2017-2018,Delaware,total,967171.0
2017-2018,District of Columbia,0-5,45490.0
2017-2018,District of Columbia,10-14,33386.0
2017-2018,District of Columbia,15-19,37568.0
2017-2018,District of Columbia,20-24,52978.0
2017-2018,District of Columbia,25-29,82430.0
2017-2018,District of Columbia,30-34,81037.0
2017-2018,District of Columbia,35-39,63162.0
2017-2018,District of Columbia,40-44,42373.0
2017-2018,District of Columbia,45-49,39045.0
2017-2018,District of Columbia,5-9,32857.0
2017-2018,District of Columbia,50-54,36481.0
2017-2018,District of Columbia,55-59,36869.0
2017-2018,District of Columbia,60-64,33153.0
2017-2018,District of Columbia,65-69,25837.0
2017-2018,District of Columbia,70-74,22996.0
2017-2018,District of Columbia,75-79,16161.0
2017-2018,District of Columbia,80-84,9731.0
2017-2018,District of Columbia,85+,10901.0
2017-2018,District of Columbia,total,702455.0
2017-2018,Florida,0-5,1135392.0
2017-2018,Florida,10-14,1244592.0
2017-2018,Florida,15-19,1234024.0
2017-2018,Florida,20-24,1255590.0
2017-2018,Florida,25-29,1419979.0
2017-2018,Florida,30-34,1338536.0
2017-2018,Florida,35-39,1324913.0
2017-2018,Florida,40-44,1261791.0
2017-2018,Florida,45-49,1351627.0
2017-2018,Florida,5-9,1127602.0
2017-2018,Florida,50-54,1390341.0
2017-2018,Florida,55-59,1449290.0
2017-2018,Florida,60-64,1406864.0
2017-2018,Florida,65-69,1291213.0
2017-2018,Florida,70-74,1113021.0
2017-2018,Florida,75-79,836522.0
2017-2018,Florida,80-84,557028.0
2017-2018,Florida,85+,561000.0
2017-2018,Florida,total,21299325.0
2017-2018,Georgia,0-5,645488.0
2017-2018,Georgia,10-14,739018.0
2017-2018,Georgia,15-19,754377.0
2017-2018,Georgia,20-24,719378.0
2017-2018,Georgia,25-29,746413.0
2017-2018,Georgia,30-34,695830.0
2017-2018,Georgia,35-39,713553.0
2017-2018,Georgia,40-44,687491.0
2017-2018,Georgia,45-49,712970.0
2017-2018,Georgia,5-9,683042.0
2017-2018,Georgia,50-54,683360.0
2017-2018,Georgia,55-59,667863.0
2017-2018,Georgia,60-64,614264.0
2017-2018,Georgia,65-69,497054.0
2017-2018,Georgia,70-74,399894.0
2017-2018,Georgia,75-79,259680.0
2017-2018,Georgia,80-84,157000.0
2017-2018,Georgia,85+,142800.0
2017-2018,Georgia,total,10519475.0
2017-2018,Hawaii,0-5,87437.0
2017-2018,Hawaii,10-14,84576.0
2017-2018,Hawaii,15-19,77860.0
2017-2018,Hawaii,20-24,90595.0
2017-2018,Hawaii,25-29,103541.0
2017-2018,Hawaii,30-34,97484.0
2017-2018,Hawaii,35-39,95076.0
2017-2018,Hawaii,40-44,86465.0
2017-2018,Hawaii,45-49,85662.0
2017-2018,Hawaii,5-9,84434.0
2017-2018,Hawaii,50-54,85728.0
2017-2018,Hawaii,55-59,86295.0
2017-2018,Hawaii,60-64,93871.0
2017-2018,Hawaii,65-69,84573.0
2017-2018,Hawaii,70-74,64799.0
2017-2018,Hawaii,75-79,41413.0
2017-2018,Hawaii,80-84,30609.0
2017-2018,Hawaii,85+,40073.0
2017-2018,Hawaii,total,1420491.0
2017-2018,Idaho,0-5,113693.0
2017-2018,Idaho,10-14,129947.0
2017-2018,Idaho,15-19,127012.0
2017-2018,Idaho,20-24,115850.0
2017-2018,Idaho,25-29,117630.0
2017-2018,Idaho,30-34,110450.0
2017-2018,Idaho,35-39,111259.0
2017-2018,Idaho,40-44,108454.0
2017-2018,Idaho,45-49,102704.0
2017-2018,Idaho,5-9,123959.0
2017-2018,Idaho,50-54,98431.0
2017-2018,Idaho,55-59,111993.0
2017-2018,Idaho,60-64,103385.0
2017-2018,Idaho,65-69,96524.0
2017-2018,Idaho,70-74,71873.0
2017-2018,Idaho,75-79,52724.0
2017-2018,Idaho,80-84,28617.0
2017-2018,Idaho,85+,29703.0
2017-2018,Idaho,total,1754208.0
2017-2018,Illinois,0-5,759456.0
2017-2018,Illinois,10-14,838140.0
2017-2018,Illinois,15-19,835845.0
2017-2018,Illinois,20-24,839026.0
2017-2018,Illinois,25-29,898483.0
2017-2018,Illinois,30-34,867034.0
2017-2018,Illinois,35-39,846741.0
2017-2018,Illinois,40-44,797649.0
2017-2018,Illinois,45-49,814897.0
2017-2018,Illinois,5-9,762237.0
2017-2018,Illinois,50-54,821157.0
2017-2018,Illinois,55-59,855616.0
2017-2018,Illinois,60-64,814251.0
2017-2018,Illinois,65-69,642172.0
2017-2018,Illinois,70-74,501157.0
2017-2018,Illinois,75-79,355876.0
2017-2018,Illinois,80-84,231775.0
2017-2018,Illinois,85+,259568.0
2017-2018,Illinois,total,12741080.0
2017-2018,Indiana,0-5,417774.0
2017-2018,Indiana,10-14,451395.0
2017-2018,Indiana,15-19,459222.0
2017-2018,Indiana,20-24,465439.0
2017-2018,Indiana,25-29,457140.0
2017-2018,Indiana,30-34,417106.0
2017-2018,Indiana,35-39,435830.0
2017-2018,Indiana,40-44,390643.0
2017-2018,Indiana,45-49,417088.0
2017-2018,Indiana,5-9,430155.0
2017-2018,Indiana,50-54,424662.0
2017-2018,Indiana,55-59,447600.0
2017-2018,Indiana,60-64,426678.0
2017-2018,Indiana,65-69,349960.0
2017-2018,Indiana,70-74,263739.0
2017-2018,Indiana,75-79,189014.0
2017-2018,Indiana,80-84,121856.0
2017-2018,Indiana,85+,126577.0
2017-2018,Indiana,total,6691878.0
2017-2018,Iowa,0-5,197883.0
2017-2018,Iowa,10-14,215222.0
2017-2018,Iowa,15-19,220659.0
2017-2018,Iowa,20-24,220135.0
2017-2018,Iowa,25-29,202415.0
2017-2018,Iowa,30-34,192092.0
2017-2018,Iowa,35-39,209351.0
2017-2018,Iowa,40-44,174266.0
2017-2018,Iowa,45-49,181897.0
2017-2018,Iowa,5-9,197454.0
2017-2018,Iowa,50-54,187499.0
2017-2018,Iowa,55-59,213657.0
2017-2018,Iowa,60-64,205797.0
2017-2018,Iowa,65-69,170823.0
2017-2018,Iowa,70-74,128510.0
2017-2018,Iowa,75-79,94950.0
2017-2018,Iowa,80-84,67919.0
2017-2018,Iowa,85+,75616.0
2017-2018,Iowa,total,3156145.0
2017-2018,Kansas,0-5,186990.0
2017-2018,Kansas,10-14,208695.0
2017-2018,Kansas,15-19,204915.0
2017-2018,Kansas,20-24,209009.0
2017-2018,Kansas,25-29,193041.0
2017-2018,Kansas,30-34,183381.0
2017-2018,Kansas,35-39,186456.0
2017-2018,Kansas,40-44,172991.0
2017-2018,Kansas,45-49,169006.0
2017-2018,Kansas,5-9,190475.0
2017-2018,Kansas,50-54,170677.0
2017-2018,Kansas,55-59,189925.0
2017-2018,Kansas,60-64,183758.0
2017-2018,Kansas,65-69,157273.0
2017-2018,Kansas,70-74,106777.0
2017-2018,Kansas,75-79,78558.0
2017-2018,Kansas,80-84,55797.0
2017-2018,Kansas,85+,63786.0
2017-2018,Kansas,total,2911510.0
2017-2018,Kentucky,0-5,273489.0
2017-2018,Kentucky,10-14,285833.0
2017-2018,Kentucky,15-19,288944.0
2017-2018,Kentucky,20-24,300744.0
2017-2018,Kentucky,25-29,308579.0
2017-2018,Kentucky,30-34,270941.0
2017-2018,Kentucky,35-39,280879.0
2017-2018,Kentucky,40-44,272228.0
2017-2018,Kentucky,45-49,285550.0
2017-2018,Kentucky,5-9,279978.0
2017-2018,Kentucky,50-54,289823.0
2017-2018,Kentucky,55-59,304711.0
2017-2018,Kentucky,60-64,295311.0
2017-2018,Kentucky,65-69,244510.0
2017-2018,Kentucky,70-74,190955.0
2017-2018,Kentucky,75-79,127372.0
2017-2018,Kentucky,80-84,89907.0
2017-2018,Kentucky,85+,78648.0
2017-2018,Kentucky,total,4468402.0
2017-2018,Louisiana,0-5,301857.0
2017-2018,Louisiana,10-14,317930.0
2017-2018,Louisiana,15-19,308126.0
2017-2018,Louisiana,20-24,308893.0
2017-2018,Louisiana,25-29,328907.0
2017-2018,Louisiana,30-34,316348.0
2017-2018,Louisiana,35-39,317474.0
2017-2018,Louisiana,40-44,272240.0
2017-2018,Louisiana,45-49,279167.0
2017-2018,Louisiana,5-9,297439.0
2017-2018,Louisiana,50-54,288146.0
2017-2018,Louisiana,55-59,303589.0
2017-2018,Louisiana,60-64,299252.0
2017-2018,Louisiana,65-69,251901.0
2017-2018,Louisiana,70-74,182996.0
2017-2018,Louisiana,75-79,128374.0
2017-2018,Louisiana,80-84,83495.0
2017-2018,Louisiana,85+,73844.0
2017-2018,Louisiana,total,4659978.0
2017-2018,Maine,0-5,63410.0
2017-2018,Maine,10-14,72549.0
2017-2018,Maine,15-19,77325.0
2017-2018,Maine,20-24,73878.0
2017-2018,Maine,25-29,79702.0
2017-2018,Maine,30-34,80242.0
2017-2018,Maine,35-39,80068.0
2017-2018,Maine,40-44,73368.0
2017-2018,Maine,45-49,84932.0
2017-2018,Maine,5-9,67860.0
2017-2018,Maine,50-54,95534.0
2017-2018,Maine,55-59,105214.0
2017-2018,Maine,60-64,108253.0
2017-2018,Maine,65-69,92398.0
2017-2018,Maine,70-74,71555.0
2017-2018,Maine,75-79,45849.0
2017-2018,Maine,80-84,31418.0
2017-2018,Maine,85+,34849.0
2017-2018,Maine,total,1338404.0
2017-2018,Maryland,0-5,361435.0
2017-2018,Maryland,10-14,385477.0
2017-2018,Maryland,15-19,379728.0
2017-2018,Maryland,20-24,384168.0
2017-2018,Maryland,25-29,414388.0
2017-2018,Maryland,30-34,412138.0
2017-2018,Maryland,35-39,410731.0
2017-2018,Maryland,40-44,364348.0
2017-2018,Maryland,45-49,400565.0
2017-2018,Maryland,5-9,364571.0
2017-2018,Maryland,50-54,422175.0
2017-2018,Maryland,55-59,418074.0
2017-2018,Maryland,60-64,393879.0
2017-2018,Maryland,65-69,303106.0
2017-2018,Maryland,70-74,243336.0
2017-2018,Maryland,75-79,169159.0
2017-2018,Maryland,80-84,106925.0
2017-2018,Maryland,85+,108515.0
2017-2018,Maryland,total,6042718.0
2017-2018,Massachusetts,0-5,357223.0
2017-2018,Massachusetts,10-14,392598.0
2017-2018,Massachusetts,15-19,457341.0
2017-2018,Massachusetts,20-24,492981.0
2017-2018,Massachusetts,25-29,507115.0
2017-2018,Massachusetts,30-34,483217.0
2017-2018,Massachusetts,35-39,435843.0
2017-2018,Massachusetts,40-44,406297.0
2017-2018,Massachusetts,45-49,443496.0
2017-2018,Massachusetts,5-9,369278.0
2017-2018,Massachusetts,50-54,478055.0
2017-2018,Massachusetts,55-59,490589.0
2017-2018,Massachusetts,60-64,450575.0
2017-2018,Massachusetts,65-69,365760.0
2017-2018,Massachusetts,70-74,290786.0
2017-2018,Massachusetts,75-79,196148.0
2017-2018,Massachusetts,80-84,131118.0
2017-2018,Massachusetts,85+,153729.0
2017-2018,Massachusetts,total,6902149.0
2017-2018,Michigan,0-5,569183.0
2017-2018,Michigan,10-14,619055.0
2017-2018,Michigan,15-19,660528.0
2017-2018,Michigan,20-24,690292.0
2017-2018,Michigan,25-29,689281.0
2017-2018,Michigan,30-34,602072.0
2017-2018,Michigan,35-39,601972.0
2017-2018,Michigan,40-44,563590.0
2017-2018,Michigan,45-49,630076.0
2017-2018,Michigan,5-9,587011.0
2017-2018,Michigan,50-54,660683.0
2017-2018,Michigan,55-59,700756.0
2017-2018,Michigan,60-64,700963.0
2017-2018,Michigan,65-69,571074.0
2017-2018,Michigan,70-74,438112.0
2017-2018,Michigan,75-79,307120.0
2017-2018,Michigan,80-84,199854.0
2017-2018,Michigan,85+,204293.0
2017-2018,Michigan,total,9995915.0
2017-2018,Minnesota,0-5,354932.0
2017-2018,Minnesota,10-14,370367.0
2017-2018,Minnesota,15-19,356388.0
2017-2018,Minnesota,20-24,359550.0
2017-2018,Minnesota,25-29,375526.0
2017-2018,Minnesota,30-34,384015.0
2017-2018,Minnesota,35-39,384019.0
2017-2018,Minnesota,40-44,330948.0
2017-2018,Minnesota,45-49,336547.0
2017-2018,Minnesota,5-9,360713.0
2017-2018,Minnesota,50-54,353133.0
2017-2018,Minnesota,55-59,401080.0
2017-2018,Minnesota,60-64,355327.0
2017-2018,Minnesota,65-69,296038.0
2017-2018,Minnesota,70-74,214448.0
2017-2018,Minnesota,75-79,156062.0
2017-2018,Minnesota,80-84,106713.0
2017-2018,Minnesota,85+,115373.0
2017-2018,Minnesota,total,5611179.0
2017-2018,Mississippi,0-5,177761.0
2017-2018,Mississippi,10-14,216172.0
2017-2018,Mississippi,15-19,219044.0
2017-2018,Mississippi,20-24,204679.0
2017-2018,Mississippi,25-29,198586.0
2017-2018,Mississippi,30-34,180441.0
2017-2018,Mississippi,35-39,200960.0
2017-2018,Mississippi,40-44,179736.0
2017-2018,Mississippi,45-49,178514.0
2017-2018,Mississippi,5-9,191591.0
2017-2018,Mississippi,50-54,181150.0
2017-2018,Mississippi,55-59,190823.0
2017-2018,Mississippi,60-64,192650.0
2017-2018,Mississippi,65-69,155567.0
2017-2018,Mississippi,70-74,128789.0
2017-2018,Mississippi,75-79,89936.0
2017-2018,Mississippi,80-84,53771.0
2017-2018,Mississippi,85+,46360.0
2017-2018,Mississippi,total,2986530.0
2017-2018,Missouri,0-5,370408.0
2017-2018,Missouri,10-14,401199.0
2017-2018,Missouri,15-19,391923.0
2017-2018,Missouri,20-24,406398.0
2017-2018,Missouri,25-29,422121.0
2017-2018,Missouri,30-34,397011.0
2017-2018,Missouri,35-39,392845.0
2017-2018,Missouri,40-44,349498.0
2017-2018,Missouri,45-49,370597.0
2017-2018,Missouri,5-9,373737.0
2017-2018,Missouri,50-54,382757.0
2017-2018,Missouri,55-59,419591.0
2017-2018,Missouri,60-64,413293.0
2017-2018,Missouri,65-69,325747.0
2017-2018,Missouri,70-74,270876.0
2017-2018,Missouri,75-79,189386.0
2017-2018,Missouri,80-84,124260.0
2017-2018,Missouri,85+,124805.0
2017-2018,Missouri,total,6126452.0
2017-2018,Montana,0-5,61688.0
2017-2018,Montana,10-14,67916.0
2017-2018,Montana,15-19,67386.0
2017-2018,Montana,20-24,67822.0
2017-2018,Montana,25-29,68654.0
2017-2018,Montana,30-34,65322.0
2017-2018,Montana,35-39,69578.0
2017-2018,Montana,40-44,59085.0
2017-2018,Montana,45-49,60007.0
2017-2018,Montana,5-9,61732.0
2017-2018,Montana,50-54,61083.0
2017-2018,Montana,55-59,72061.0
2017-2018,Montana,60-64,79732.0
2017-2018,Montana,65-69,68698.0
2017-2018,Montana,70-74,52357.0
2017-2018,Montana,75-79,37014.0
2017-2018,Montana,80-84,21417.0
2017-2018,Montana,85+,20753.0
2017-2018,Montana,total,1062305.0
2017-2018,Nebraska,0-5,131156.0
2017-2018,Nebraska,10-14,136769.0
2017-2018,Nebraska,15-19,132609.0
2017-2018,Nebraska,20-24,132433.0
2017-2018,Nebraska,25-29,128164.0
2017-2018,Nebraska,30-34,128591.0
2017-2018,Nebraska,35-39,132081.0
2017-2018,Nebraska,40-44,112815.0
2017-2018,Nebraska,45-49,110728.0
2017-2018,Nebraska,5-9,129861.0
2017-2018,Nebraska,50-54,108088.0
2017-2018,Nebraska,55-59,122864.0
2017-2018,Nebraska,60-64,119111.0
2017-2018,Nebraska,65-69,101512.0
2017-2018,Nebraska,70-74,71341.0
2017-2018,Nebraska,75-79,50933.0
2017-2018,Nebraska,80-84,38260.0
2017-2018,Nebraska,85+,41952.0
