Diagnostic Test Type ,Surveillance Year,Week ending Code ,HHS region ,RSV Detections,RSV Tests,Outlier,week,flu_season,year_week,rsv_positivity_rate
Antigen,1314,1416,1,8.0,457.0,0,16,2013-2014,2014-16,0.0175054704595186
Antigen,1314,1417,1,3.0,459.0,0,17,2013-2014,2014-17,0.006535947712418301
Antigen,1314,1343,10,2.0,29.0,0,43,2013-2014,2013-43,0.06896551724137931
Antigen,1314,1344,10,0.0,51.0,0,44,2013-2014,2013-44,0.0
Antigen,1314,1345,10,1.0,44.0,0,45,2013-2014,2013-45,0.022727272727272728
Antigen,1314,1346,10,0.0,54.0,0,46,2013-2014,2013-46,0.0
Antigen,1314,1347,10,0.0,68.0,0,47,2013-2014,2013-47,0.0
Antigen,1314,1348,10,2.0,71.0,0,48,2013-2014,2013-48,0.028169014084507043
Antigen,1314,1349,10,2.0,63.0,0,49,2013-2014,2013-49,0.031746031746031744
Antigen,1314,1350,10,1.0,82.0,0,50,2013-2014,2013-50,0.012195121951219513
Antigen,1314,1351,10,8.0,91.0,0,51,2013-2014,2013-51,0.08791208791208792
Antigen,1314,1352,10,10.0,90.0,0,52,2013-2014,2013-52,0.1111111111111111
Antigen,1314,1401,10,17.0,135.0,0,1,2013-2014,2014-01,0.1259259259259259
Antigen,1314,1402,10,25.0,216.0,1,2,2013-2014,2014-02,0.11574074074074074
Antigen,1314,1403,10,22.0,186.0,0,3,2013-2014,2014-03,0.11827956989247312
Antigen,1314,1404,10,32.0,138.0,0,4,2013-2014,2014-04,0.2318840579710145
Antigen,1314,1405,10,36.0,136.0,0,5,2013-2014,2014-05,0.2647058823529412
Antigen,1314,1406,10,28.0,115.0,0,6,2013-2014,2014-06,0.24347826086956523
Antigen,1314,1407,10,42.0,130.0,0,7,2013-2014,2014-07,0.3230769230769231
Antigen,1314,1408,10,35.0,114.0,0,8,2013-2014,2014-08,0.30701754385964913
Antigen,1314,1409,10,33.0,130.0,0,9,2013-2014,2014-09,0.25384615384615383
Antigen,1314,1410,10,40.0,131.0,0,10,2013-2014,2014-10,0.3053435114503817
Antigen,1314,1411,10,28.0,127.0,0,11,2013-2014,2014-11,0.2204724409448819
Antigen,1314,1412,10,21.0,103.0,0,12,2013-2014,2014-12,0.20388349514563106
Antigen,1314,1413,10,21.0,108.0,0,13,2013-2014,2014-13,0.19444444444444445
Antigen,1314,1414,10,9.0,80.0,0,14,2013-2014,2014-14,0.1125
Antigen,1314,1415,10,10.0,82.0,0,15,2013-2014,2014-15,0.12195121951219512
Antigen,1314,1416,10,3.0,94.0,0,16,2013-2014,2014-16,0.031914893617021274
Antigen,1314,1417,10,6.0,79.0,0,17,2013-2014,2014-17,0.0759493670886076
Antigen,1314,1343,2,6.0,122.0,0,43,2013-2014,2013-43,0.04918032786885246
Antigen,1314,1344,2,11.0,133.0,0,44,2013-2014,2013-44,0.08270676691729323
Antigen,1314,1345,2,11.0,167.0,0,45,2013-2014,2013-45,0.0658682634730539
Antigen,1314,1346,2,28.0,172.0,0,46,2013-2014,2013-46,0.16279069767441862
Antigen,1314,1347,2,44.0,247.0,0,47,2013-2014,2013-47,0.17813765182186234
Antigen,1314,1348,2,54.0,200.0,0,48,2013-2014,2013-48,0.27
Antigen,1314,1349,2,90.0,307.0,0,49,2013-2014,2013-49,0.2931596091205212
Antigen,1314,1350,2,101.0,328.0,0,50,2013-2014,2013-50,0.3079268292682927
Antigen,1314,1351,2,111.0,503.0,0,51,2013-2014,2013-51,0.220675944333996
Antigen,1314,1352,2,113.0,437.0,0,52,2013-2014,2013-52,0.2585812356979405
Antigen,1314,1401,2,91.0,408.0,0,1,2013-2014,2014-01,0.22303921568627452
Antigen,1314,1402,2,86.0,454.0,0,2,2013-2014,2014-02,0.1894273127753304
Antigen,1314,1403,2,56.0,485.0,0,3,2013-2014,2014-03,0.1154639175257732
Antigen,1314,1404,2,42.0,403.0,0,4,2013-2014,2014-04,0.10421836228287841
Antigen,1314,1405,2,40.0,493.0,0,5,2013-2014,2014-05,0.08113590263691683
Antigen,1314,1406,2,22.0,372.0,0,6,2013-2014,2014-06,0.05913978494623656
Antigen,1314,1407,2,27.0,295.0,0,7,2013-2014,2014-07,0.09152542372881356
Antigen,1314,1408,2,14.0,254.0,0,8,2013-2014,2014-08,0.05511811023622047
Antigen,1314,1409,2,20.0,258.0,0,9,2013-2014,2014-09,0.07751937984496124
Antigen,1314,1410,2,17.0,275.0,0,10,2013-2014,2014-10,0.06181818181818182
Antigen,1314,1411,2,8.0,311.0,0,11,2013-2014,2014-11,0.02572347266881029
Antigen,1314,1412,2,15.0,364.0,0,12,2013-2014,2014-12,0.04120879120879121
Antigen,1314,1413,2,11.0,389.0,0,13,2013-2014,2014-13,0.028277634961439587
Antigen,1314,1414,2,2.0,377.0,0,14,2013-2014,2014-14,0.005305039787798408
Antigen,1314,1415,2,6.0,433.0,0,15,2013-2014,2014-15,0.013856812933025405
Antigen,1314,1416,2,6.0,203.0,0,16,2013-2014,2014-16,0.029556650246305417
Antigen,1314,1417,2,0.0,162.0,0,17,2013-2014,2014-17,0.0
Antigen,1314,1343,3,1.0,166.0,0,43,2013-2014,2013-43,0.006024096385542169
Antigen,1314,1344,3,3.0,190.0,0,44,2013-2014,2013-44,0.015789473684210527
Antigen,1314,1345,3,5.0,168.0,0,45,2013-2014,2013-45,0.02976190476190476
Antigen,1314,1346,3,22.0,184.0,0,46,2013-2014,2013-46,0.11956521739130435
Antigen,1314,1347,3,14.0,146.0,0,47,2013-2014,2013-47,0.0958904109589041
Antigen,1314,1348,3,27.0,219.0,0,48,2013-2014,2013-48,0.1232876712328767
Antigen,1314,1349,3,41.0,254.0,0,49,2013-2014,2013-49,0.16141732283464566
Antigen,1314,1350,3,33.0,258.0,0,50,2013-2014,2013-50,0.12790697674418605
Antigen,1314,1351,3,61.0,304.0,0,51,2013-2014,2013-51,0.20065789473684212
Antigen,1314,1352,3,80.0,356.0,1,52,2013-2014,2013-52,0.2247191011235955
Antigen,1314,1401,3,71.0,429.0,1,1,2013-2014,2014-01,0.1655011655011655
Antigen,1314,1402,3,43.0,384.0,0,2,2013-2014,2014-02,0.11197916666666667
Antigen,1314,1403,3,48.0,307.0,0,3,2013-2014,2014-03,0.1563517915309446
Antigen,1314,1404,3,31.0,269.0,0,4,2013-2014,2014-04,0.11524163568773234
Antigen,1314,1405,3,27.0,271.0,0,5,2013-2014,2014-05,0.0996309963099631
Antigen,1314,1406,3,19.0,245.0,0,6,2013-2014,2014-06,0.07755102040816327
Antigen,1314,1407,3,14.0,239.0,0,7,2013-2014,2014-07,0.058577405857740586
Antigen,1314,1408,3,17.0,210.0,0,8,2013-2014,2014-08,0.08095238095238096
Antigen,1314,1409,3,19.0,190.0,0,9,2013-2014,2014-09,0.1
Antigen,1314,1410,3,16.0,228.0,0,10,2013-2014,2014-10,0.07017543859649122
Antigen,1314,1411,3,11.0,233.0,0,11,2013-2014,2014-11,0.04721030042918455
Antigen,1314,1412,3,11.0,165.0,0,12,2013-2014,2014-12,0.06666666666666667
Antigen,1314,1413,3,6.0,179.0,0,13,2013-2014,2014-13,0.0335195530726257
Antigen,1314,1414,3,5.0,154.0,0,14,2013-2014,2014-14,0.032467532467532464
Antigen,1314,1415,3,3.0,161.0,0,15,2013-2014,2014-15,0.018633540372670808
Antigen,1314,1416,3,5.0,129.0,0,16,2013-2014,2014-16,0.03875968992248062
Antigen,1314,1417,3,1.0,115.0,0,17,2013-2014,2014-17,0.008695652173913044
Antigen,1314,1343,4,158.0,1.013,0,43,2013-2014,2013-43,155.97235932872658
Antigen,1314,1344,4,132.0,1.026,0,44,2013-2014,2013-44,128.6549707602339
Antigen,1314,1345,4,181.0,1.059,0,45,2013-2014,2013-45,170.91595845136922
Antigen,1314,1346,4,196.0,1.094,0,46,2013-2014,2013-46,179.15904936014624
Antigen,1314,1347,4,198.0,1.01,0,47,2013-2014,2013-47,196.03960396039605
Antigen,1314,1348,4,222.0,1.182,0,48,2013-2014,2013-48,187.81725888324874
Antigen,1314,1349,4,252.0,1.26,0,49,2013-2014,2013-49,200.0
Antigen,1314,1350,4,251.0,1.211,0,50,2013-2014,2013-50,207.26672171758875
Antigen,1314,1351,4,322.0,1.376,0,51,2013-2014,2013-51,234.01162790697677
Antigen,1314,1352,4,345.0,1.503,0,52,2013-2014,2013-52,229.54091816367267
Antigen,1314,1401,4,335.0,1.609,0,1,2013-2014,2014-01,208.20385332504662
Antigen,1314,1402,4,198.0,1.293,0,2,2013-2014,2014-02,153.13225058004642
Antigen,1314,1403,4,155.0,1.163,0,3,2013-2014,2014-03,133.27601031814274
Antigen,1314,1404,4,156.0,1.117,0,4,2013-2014,2014-04,139.6598030438675
Antigen,1314,1405,4,122.0,1.111,0,5,2013-2014,2014-05,109.8109810981098
Antigen,1314,1406,4,104.0,1.076,0,6,2013-2014,2014-06,96.6542750929368
Antigen,1314,1407,4,104.0,965.0,0,7,2013-2014,2014-07,0.1077720207253886
Antigen,1314,1408,4,77.0,965.0,0,8,2013-2014,2014-08,0.07979274611398963
Antigen,1314,1409,4,71.0,864.0,0,9,2013-2014,2014-09,0.08217592592592593
Antigen,1314,1410,4,86.0,880.0,0,10,2013-2014,2014-10,0.09772727272727273
Antigen,1314,1411,4,51.0,807.0,0,11,2013-2014,2014-11,0.06319702602230483
Antigen,1314,1412,4,46.0,806.0,0,12,2013-2014,2014-12,0.05707196029776675
Antigen,1314,1413,4,38.0,774.0,0,13,2013-2014,2014-13,0.04909560723514212
Antigen,1314,1414,4,21.0,649.0,0,14,2013-2014,2014-14,0.032357473035439135
Antigen,1314,1415,4,15.0,579.0,0,15,2013-2014,2014-15,0.025906735751295335
Antigen,1314,1416,4,24.0,547.0,0,16,2013-2014,2014-16,0.043875685557586835
Antigen,1314,1417,4,25.0,543.0,0,17,2013-2014,2014-17,0.04604051565377532
Antigen,1314,1343,5,17.0,234.0,0,43,2013-2014,2013-43,0.07264957264957266
Antigen,1314,1344,5,24.0,289.0,0,44,2013-2014,2013-44,0.08304498269896193
Antigen,1314,1345,5,26.0,327.0,0,45,2013-2014,2013-45,0.07951070336391437
Antigen,1314,1346,5,26.0,307.0,0,46,2013-2014,2013-46,0.08469055374592833
Antigen,1314,1347,5,63.0,313.0,0,47,2013-2014,2013-47,0.2012779552715655
Antigen,1314,1348,5,48.0,282.0,0,48,2013-2014,2013-48,0.1702127659574468
Antigen,1314,1349,5,78.0,395.0,0,49,2013-2014,2013-49,0.19746835443037974
Antigen,1314,1350,5,86.0,398.0,0,50,2013-2014,2013-50,0.21608040201005024
Antigen,1314,1351,5,143.0,568.0,0,51,2013-2014,2013-51,0.2517605633802817
Antigen,1314,1352,5,162.0,606.0,0,52,2013-2014,2013-52,0.26732673267326734
Antigen,1314,1401,5,167.0,711.0,0,1,2013-2014,2014-01,0.2348804500703235
Antigen,1314,1402,5,159.0,632.0,0,2,2013-2014,2014-02,0.25158227848101267
Antigen,1314,1403,5,162.0,560.0,0,3,2013-2014,2014-03,0.2892857142857143
Antigen,1314,1404,5,161.0,544.0,0,4,2013-2014,2014-04,0.2959558823529412
Antigen,1314,1405,5,135.0,502.0,0,5,2013-2014,2014-05,0.2689243027888446
Antigen,1314,1406,5,139.0,477.0,0,6,2013-2014,2014-06,0.2914046121593291
Antigen,1314,1407,5,108.0,427.0,0,7,2013-2014,2014-07,0.2529274004683841
Antigen,1314,1408,5,120.0,421.0,0,8,2013-2014,2014-08,0.2850356294536817
Antigen,1314,1409,5,114.0,413.0,0,9,2013-2014,2014-09,0.27602905569007263
Antigen,1314,1410,5,101.0,404.0,0,10,2013-2014,2014-10,0.25
Antigen,1314,1411,5,74.0,374.0,0,11,2013-2014,2014-11,0.19786096256684493
Antigen,1314,1412,5,66.0,340.0,0,12,2013-2014,2014-12,0.19411764705882353
Antigen,1314,1413,5,70.0,345.0,0,13,2013-2014,2014-13,0.2028985507246377
Antigen,1314,1414,5,45.0,307.0,0,14,2013-2014,2014-14,0.1465798045602606
Antigen,1314,1415,5,34.0,278.0,0,15,2013-2014,2014-15,0.1223021582733813
Antigen,1314,1416,5,22.0,219.0,0,16,2013-2014,2014-16,0.1004566210045662
Antigen,1314,1417,5,18.0,194.0,0,17,2013-2014,2014-17,0.09278350515463918
Antigen,1314,1343,6,32.0,230.0,0,43,2013-2014,2013-43,0.1391304347826087
Antigen,1314,1344,6,43.0,262.0,0,44,2013-2014,2013-44,0.16412213740458015
Antigen,1314,1345,6,58.0,376.0,0,45,2013-2014,2013-45,0.15425531914893617
Antigen,1314,1346,6,85.0,471.0,0,46,2013-2014,2013-46,0.18046709129511676
Antigen,1314,1347,6,86.0,516.0,0,47,2013-2014,2013-47,0.16666666666666666
Antigen,1314,1348,6,130.0,528.0,0,48,2013-2014,2013-48,0.24621212121212122
Antigen,1314,1349,6,181.0,735.0,0,49,2013-2014,2013-49,0.24625850340136055
Antigen,1314,1350,6,170.0,874.0,0,50,2013-2014,2013-50,0.1945080091533181
Antigen,1314,1351,6,258.0,1.107,0,51,2013-2014,2013-51,233.06233062330622
Antigen,1314,1352,6,341.0,1.106,0,52,2013-2014,2013-52,308.31826401446654
Antigen,1314,1401,6,370.0,1.172,1,1,2013-2014,2014-01,315.6996587030717
Antigen,1314,1402,6,247.0,1.009,0,2,2013-2014,2014-02,244.796828543112
Antigen,1314,1403,6,207.0,910.0,0,3,2013-2014,2014-03,0.22747252747252747
Antigen,1314,1404,6,219.0,991.0,0,4,2013-2014,2014-04,0.2209889001009082
Antigen,1314,1405,6,200.0,758.0,0,5,2013-2014,2014-05,0.2638522427440633
Antigen,1314,1406,6,179.0,725.0,0,6,2013-2014,2014-06,0.24689655172413794
Antigen,1314,1407,6,142.0,667.0,0,7,2013-2014,2014-07,0.2128935532233883
Antigen,1314,1408,6,156.0,660.0,0,8,2013-2014,2014-08,0.23636363636363636
Antigen,1314,1409,6,108.0,582.0,0,9,2013-2014,2014-09,0.18556701030927836
Antigen,1314,1410,6,65.0,501.0,0,10,2013-2014,2014-10,0.12974051896207583
Antigen,1314,1411,6,51.0,489.0,0,11,2013-2014,2014-11,0.10429447852760736
Antigen,1314,1412,6,44.0,414.0,0,12,2013-2014,2014-12,0.10628019323671498
Antigen,1314,1413,6,24.0,297.0,0,13,2013-2014,2014-13,0.08080808080808081
Antigen,1314,1414,6,17.0,279.0,0,14,2013-2014,2014-14,0.06093189964157706
Antigen,1314,1415,6,16.0,279.0,0,15,2013-2014,2014-15,0.05734767025089606
Antigen,1314,1416,6,6.0,220.0,0,16,2013-2014,2014-16,0.02727272727272727
Antigen,1314,1417,6,9.0,174.0,0,17,2013-2014,2014-17,0.05172413793103448
Antigen,1314,1343,7,0.0,33.0,0,43,2013-2014,2013-43,0.0
Antigen,1314,1344,7,1.0,35.0,0,44,2013-2014,2013-44,0.02857142857142857
Antigen,1314,1345,7,1.0,33.0,0,45,2013-2014,2013-45,0.030303030303030304
Antigen,1314,1346,7,4.0,47.0,0,46,2013-2014,2013-46,0.0851063829787234
Antigen,1314,1347,7,0.0,44.0,0,47,2013-2014,2013-47,0.0
Antigen,1314,1348,7,3.0,44.0,0,48,2013-2014,2013-48,0.06818181818181818
Antigen,1314,1349,7,6.0,51.0,0,49,2013-2014,2013-49,0.11764705882352941
Antigen,1314,1350,7,4.0,47.0,0,50,2013-2014,2013-50,0.0851063829787234
Antigen,1314,1351,7,15.0,66.0,0,51,2013-2014,2013-51,0.22727272727272727
Antigen,1314,1352,7,20.0,87.0,0,52,2013-2014,2013-52,0.22988505747126436
Antigen,1314,1401,7,15.0,84.0,0,1,2013-2014,2014-01,0.17857142857142858
Antigen,1314,1402,7,15.0,82.0,0,2,2013-2014,2014-02,0.18292682926829268
Antigen,1314,1403,7,8.0,67.0,0,3,2013-2014,2014-03,0.11940298507462686
Antigen,1314,1404,7,18.0,85.0,0,4,2013-2014,2014-04,0.21176470588235294
Antigen,1314,1405,7,30.0,92.0,1,5,2013-2014,2014-05,0.32608695652173914
Antigen,1314,1406,7,22.0,88.0,0,6,2013-2014,2014-06,0.25
Antigen,1314,1407,7,23.0,86.0,0,7,2013-2014,2014-07,0.26744186046511625
Antigen,1314,1408,7,22.0,64.0,0,8,2013-2014,2014-08,0.34375
Antigen,1314,1409,7,11.0,68.0,0,9,2013-2014,2014-09,0.16176470588235295
Antigen,1314,1410,7,8.0,55.0,0,10,2013-2014,2014-10,0.14545454545454545
Antigen,1314,1411,7,10.0,53.0,0,11,2013-2014,2014-11,0.18867924528301888
Antigen,1314,1412,7,6.0,46.0,0,12,2013-2014,2014-12,0.13043478260869565
Antigen,1314,1413,7,7.0,39.0,0,13,2013-2014,2014-13,0.1794871794871795
Antigen,1314,1414,7,3.0,31.0,0,14,2013-2014,2014-14,0.0967741935483871
Antigen,1314,1415,7,2.0,27.0,0,15,2013-2014,2014-15,0.07407407407407407
Antigen,1314,1416,7,3.0,34.0,0,16,2013-2014,2014-16,0.08823529411764706
Antigen,1314,1417,7,1.0,29.0,0,17,2013-2014,2014-17,0.034482758620689655
Antigen,1314,1343,8,0.0,126.0,0,43,2013-2014,2013-43,0.0
Antigen,1314,1344,8,1.0,184.0,0,44,2013-2014,2013-44,0.005434782608695652
Antigen,1314,1345,8,2.0,151.0,0,45,2013-2014,2013-45,0.013245033112582781
Antigen,1314,1346,8,0.0,146.0,0,46,2013-2014,2013-46,0.0
Antigen,1314,1347,8,3.0,162.0,0,47,2013-2014,2013-47,0.018518518518518517
Antigen,1314,1348,8,1.0,131.0,0,48,2013-2014,2013-48,0.007633587786259542
Antigen,1314,1349,8,5.0,152.0,0,49,2013-2014,2013-49,0.03289473684210526
Antigen,1314,1350,8,3.0,182.0,0,50,2013-2014,2013-50,0.016483516483516484
Antigen,1314,1351,8,11.0,179.0,0,51,2013-2014,2013-51,0.061452513966480445
Antigen,1314,1352,8,15.0,235.0,0,52,2013-2014,2013-52,0.06382978723404255
Antigen,1314,1401,8,27.0,284.0,0,1,2013-2014,2014-01,0.09507042253521127
Antigen,1314,1402,8,23.0,320.0,0,2,2013-2014,2014-02,0.071875
Antigen,1314,1403,8,31.0,289.0,0,3,2013-2014,2014-03,0.10726643598615918
Antigen,1314,1404,8,40.0,293.0,0,4,2013-2014,2014-04,0.13651877133105803
Antigen,1314,1405,8,41.0,287.0,0,5,2013-2014,2014-05,0.14285714285714285
Antigen,1314,1406,8,61.0,318.0,0,6,2013-2014,2014-06,0.1918238993710692
Antigen,1314,1407,8,71.0,277.0,0,7,2013-2014,2014-07,0.2563176895306859
Antigen,1314,1408,8,74.0,341.0,0,8,2013-2014,2014-08,0.21700879765395895
Antigen,1314,1409,8,78.0,337.0,0,9,2013-2014,2014-09,0.2314540059347181
Antigen,1314,1410,8,56.0,305.0,0,10,2013-2014,2014-10,0.18360655737704917
Antigen,1314,1411,8,57.0,285.0,0,11,2013-2014,2014-11,0.2
Antigen,1314,1412,8,58.0,258.0,0,12,2013-2014,2014-12,0.2248062015503876
Antigen,1314,1413,8,50.0,256.0,0,13,2013-2014,2014-13,0.1953125
Antigen,1314,1414,8,22.0,190.0,0,14,2013-2014,2014-14,0.11578947368421053
Antigen,1314,1415,8,22.0,196.0,0,15,2013-2014,2014-15,0.11224489795918367
Antigen,1314,1416,8,23.0,174.0,0,16,2013-2014,2014-16,0.13218390804597702
Antigen,1314,1417,8,16.0,174.0,0,17,2013-2014,2014-17,0.09195402298850575
Antigen,1314,1343,9,26.0,217.0,0,43,2013-2014,2013-43,0.11981566820276497
Antigen,1314,1344,9,25.0,223.0,0,44,2013-2014,2013-44,0.11210762331838565
Antigen,1314,1345,9,19.0,283.0,0,45,2013-2014,2013-45,0.06713780918727916
Antigen,1314,1346,9,34.0,266.0,0,46,2013-2014,2013-46,0.12781954887218044
Antigen,1314,1347,9,16.0,274.0,0,47,2013-2014,2013-47,0.058394160583941604
Antigen,1314,1348,9,10.0,301.0,0,48,2013-2014,2013-48,0.03322259136212625
Antigen,1314,1349,9,20.0,275.0,0,49,2013-2014,2013-49,0.07272727272727272
Antigen,1314,1350,9,28.0,297.0,0,50,2013-2014,2013-50,0.09427609427609428
Antigen,1314,1351,9,48.0,355.0,0,51,2013-2014,2013-51,0.1352112676056338
Antigen,1314,1352,9,45.0,409.0,0,52,2013-2014,2013-52,0.1100244498777506
Antigen,1314,1401,9,91.0,520.0,0,1,2013-2014,2014-01,0.175
Antigen,1314,1402,9,84.0,511.0,0,2,2013-2014,2014-02,0.1643835616438356
Antigen,1314,1403,9,99.0,536.0,0,3,2013-2014,2014-03,0.18470149253731344
Antigen,1314,1404,9,90.0,547.0,0,4,2013-2014,2014-04,0.16453382084095064
Antigen,1314,1405,9,112.0,542.0,0,5,2013-2014,2014-05,0.2066420664206642
Antigen,1314,1406,9,102.0,507.0,0,6,2013-2014,2014-06,0.20118343195266272
Antigen,1314,1407,9,135.0,550.0,0,7,2013-2014,2014-07,0.24545454545454545
Antigen,1314,1408,9,137.0,549.0,0,8,2013-2014,2014-08,0.2495446265938069
Antigen,1314,1409,9,121.0,497.0,0,9,2013-2014,2014-09,0.24346076458752516
Antigen,1314,1410,9,116.0,473.0,0,10,2013-2014,2014-10,0.2452431289640592
Antigen,1314,1411,9,85.0,412.0,0,11,2013-2014,2014-11,0.20631067961165048
Antigen,1314,1412,9,85.0,385.0,0,12,2013-2014,2014-12,0.22077922077922077
Antigen,1314,1413,9,65.0,395.0,0,13,2013-2014,2014-13,0.16455696202531644
Antigen,1314,1414,9,39.0,307.0,0,14,2013-2014,2014-14,0.1270358306188925
Antigen,1314,1415,9,38.0,270.0,0,15,2013-2014,2014-15,0.14074074074074075
Antigen,1314,1416,9,25.0,266.0,0,16,2013-2014,2014-16,0.09398496240601503
Antigen,1314,1417,9,15.0,232.0,0,17,2013-2014,2014-17,0.06465517241379311
Antigen,1415,1445,1,3.0,323.0,0,45,2014-2015,2014-45,0.009287925696594427
Antigen,1415,1446,1,5.0,301.0,0,46,2014-2015,2014-46,0.016611295681063124
Antigen,1415,1447,1,6.0,306.0,0,47,2014-2015,2014-47,0.0196078431372549
Antigen,1415,1448,1,10.0,263.0,0,48,2014-2015,2014-48,0.03802281368821293
Antigen,1415,1449,1,29.0,367.0,0,49,2014-2015,2014-49,0.07901907356948229
Antigen,1415,1450,1,29.0,374.0,0,50,2014-2015,2014-50,0.07754010695187166
Antigen,1415,1451,1,41.0,415.0,0,51,2014-2015,2014-51,0.09879518072289156
Antigen,1415,1452,1,48.0,402.0,0,52,2014-2015,2014-52,0.11940298507462686
Antigen,1415,1453,1,96.0,554.0,1,1,2014-2015,2015-01,0.17328519855595667
Antigen,1415,1501,1,92.0,632.0,0,2,2014-2015,2015-02,0.14556962025316456
Antigen,1415,1502,1,72.0,564.0,0,3,2014-2015,2015-03,0.1276595744680851
Antigen,1415,1503,1,60.0,618.0,0,4,2014-2015,2015-04,0.0970873786407767
Antigen,1415,1504,1,64.0,538.0,0,5,2014-2015,2015-05,0.11895910780669144
Antigen,1415,1505,1,59.0,512.0,0,6,2014-2015,2015-06,0.115234375
Antigen,1415,1506,1,52.0,537.0,0,7,2014-2015,2015-07,0.09683426443202979
Antigen,1415,1507,1,36.0,518.0,0,8,2014-2015,2015-08,0.0694980694980695
Antigen,1415,1508,1,33.0,405.0,0,9,2014-2015,2015-09,0.08148148148148149
Antigen,1415,1509,1,24.0,392.0,0,10,2014-2015,2015-10,0.061224489795918366
Antigen,1415,1510,1,25.0,451.0,0,11,2014-2015,2015-11,0.05543237250554324
Antigen,1415,1511,1,23.0,385.0,0,12,2014-2015,2015-12,0.05974025974025974
Antigen,1415,1512,1,18.0,420.0,0,13,2014-2015,2015-13,0.04285714285714286
Antigen,1415,1513,1,10.0,363.0,0,14,2014-2015,2015-14,0.027548209366391185
Antigen,1415,1514,1,13.0,419.0,0,15,2014-2015,2015-15,0.031026252983293555
Antigen,1415,1515,1,12.0,408.0,0,16,2014-2015,2015-16,0.029411764705882353
Antigen,1415,1516,1,7.0,332.0,0,17,2014-2015,2015-17,0.02108433734939759
Antigen,1415,1445,10,2.0,67.0,0,45,2014-2015,2014-45,0.029850746268656716
Antigen,1415,1446,10,4.0,87.0,0,46,2014-2015,2014-46,0.04597701149425287
Antigen,1415,1447,10,10.0,99.0,0,47,2014-2015,2014-47,0.10101010101010101
Antigen,1415,1448,10,22.0,104.0,0,48,2014-2015,2014-48,0.21153846153846154
Antigen,1415,1449,10,9.0,113.0,0,49,2014-2015,2014-49,0.07964601769911504
Antigen,1415,1450,10,19.0,117.0,0,50,2014-2015,2014-50,0.1623931623931624
Antigen,1415,1451,10,51.0,169.0,0,51,2014-2015,2014-51,0.30177514792899407
Antigen,1415,1452,10,66.0,234.0,0,52,2014-2015,2014-52,0.28205128205128205
Antigen,1415,1453,10,72.0,230.0,0,1,2014-2015,2015-01,0.3130434782608696
Antigen,1415,1501,10,73.0,258.0,0,2,2014-2015,2015-02,0.28294573643410853
Antigen,1415,1502,10,84.0,285.0,0,3,2014-2015,2015-03,0.29473684210526313
Antigen,1415,1503,10,71.0,248.0,0,4,2014-2015,2015-04,0.2862903225806452
Antigen,1415,1504,10,66.0,213.0,0,5,2014-2015,2015-05,0.30985915492957744
Antigen,1415,1505,10,67.0,227.0,0,6,2014-2015,2015-06,0.29515418502202645
Antigen,1415,1506,10,49.0,183.0,0,7,2014-2015,2015-07,0.2677595628415301
Antigen,1415,1507,10,36.0,160.0,0,8,2014-2015,2015-08,0.225
Antigen,1415,1508,10,42.0,144.0,0,9,2014-2015,2015-09,0.2916666666666667
Antigen,1415,1509,10,23.0,114.0,0,10,2014-2015,2015-10,0.20175438596491227
Antigen,1415,1510,10,15.0,109.0,0,11,2014-2015,2015-11,0.13761467889908258
Antigen,1415,1511,10,13.0,89.0,0,12,2014-2015,2015-12,0.14606741573033707
Antigen,1415,1512,10,9.0,103.0,0,13,2014-2015,2015-13,0.08737864077669903
Antigen,1415,1513,10,2.0,69.0,0,14,2014-2015,2015-14,0.028985507246376812
Antigen,1415,1514,10,3.0,67.0,0,15,2014-2015,2015-15,0.04477611940298507
Antigen,1415,1515,10,2.0,66.0,0,16,2014-2015,2015-16,0.030303030303030304
Antigen,1415,1516,10,2.0,55.0,0,17,2014-2015,2015-17,0.03636363636363636
Antigen,1415,1445,2,8.0,95.0,0,45,2014-2015,2014-45,0.08421052631578947
Antigen,1415,1446,2,14.0,95.0,0,46,2014-2015,2014-46,0.14736842105263157
Antigen,1415,1447,2,21.0,127.0,0,47,2014-2015,2014-47,0.16535433070866143
