Diagnostic Test Type ,Surveillance Year,Week ending Code ,HHS region ,RSV Detections,RSV Tests,Outlier,week,flu_season,year_week,rsv_positivity_rate
Antigen,1112,1144,9,49.0,542.0,0,44,2011-2012,2011-44,0.09040590405904059
Antigen,1112,1145,9,43.0,503.0,0,45,2011-2012,2011-45,0.08548707753479125
Antigen,1112,1146,9,26.0,507.0,0,46,2011-2012,2011-46,0.05128205128205128
Antigen,1112,1147,9,64.0,577.0,0,47,2011-2012,2011-47,0.11091854419410745
Antigen,1112,1148,9,59.0,650.0,0,48,2011-2012,2011-48,0.09076923076923077
Antigen,1112,1149,9,55.0,602.0,0,49,2011-2012,2011-49,0.09136212624584718
Antigen,1112,1150,9,70.0,665.0,0,50,2011-2012,2011-50,0.10526315789473684
Antigen,1112,1151,9,74.0,718.0,0,51,2011-2012,2011-51,0.10306406685236769
Antigen,1112,1152,9,114.0,725.0,0,52,2011-2012,2011-52,0.15724137931034482
Antigen,1112,1201,9,117.0,727.0,0,1,2011-2012,2012-01,0.1609353507565337
Antigen,1112,1202,9,110.0,798.0,0,2,2011-2012,2012-02,0.13784461152882205
Antigen,1112,1203,9,152.0,750.0,0,3,2011-2012,2012-03,0.20266666666666666
Antigen,1112,1204,9,212.0,905.0,0,4,2011-2012,2012-04,0.23425414364640884
Antigen,1112,1205,9,251.0,967.0,0,5,2011-2012,2012-05,0.2595656670113754
Antigen,1112,1206,9,254.0,1.063,0,6,2011-2012,2012-06,238.9463781749765
Antigen,1112,1207,9,257.0,1.026,0,7,2011-2012,2012-07,250.48732943469784
Antigen,1112,1208,9,300.0,1.099,0,8,2011-2012,2012-08,272.975432211101
Antigen,1112,1209,9,227.0,965.0,0,9,2011-2012,2012-09,0.23523316062176167
Antigen,1112,1210,9,250.0,996.0,0,10,2011-2012,2012-10,0.25100401606425704
Antigen,1112,1211,9,199.0,936.0,0,11,2011-2012,2012-11,0.2126068376068376
Antigen,1112,1212,9,190.0,941.0,0,12,2011-2012,2012-12,0.20191285866099895
Antigen,1112,1213,9,121.0,788.0,0,13,2011-2012,2012-13,0.15355329949238578
Antigen,1112,1214,9,123.0,763.0,0,14,2011-2012,2012-14,0.16120576671035386
Antigen,1112,1215,9,86.0,670.0,0,15,2011-2012,2012-15,0.12835820895522387
Antigen,1112,1216,9,86.0,648.0,0,16,2011-2012,2012-16,0.13271604938271606
Antigen,1112,1217,9,75.0,582.0,0,17,2011-2012,2012-17,0.12886597938144329
Antigen,1213,1244,1,18.0,329.0,0,44,2012-2013,2012-44,0.0547112462006079
Antigen,1213,1245,1,21.0,353.0,0,45,2012-2013,2012-45,0.059490084985835696
Antigen,1213,1246,1,32.0,363.0,0,46,2012-2013,2012-46,0.0881542699724518
Antigen,1213,1247,1,50.0,374.0,0,47,2012-2013,2012-47,0.13368983957219252
Antigen,1213,1248,1,86.0,478.0,0,48,2012-2013,2012-48,0.1799163179916318
Antigen,1213,1249,1,93.0,485.0,0,49,2012-2013,2012-49,0.19175257731958764
Antigen,1213,1250,1,90.0,468.0,0,50,2012-2013,2012-50,0.19230769230769232
Antigen,1213,1251,1,103.0,647.0,0,51,2012-2013,2012-51,0.15919629057187018
Antigen,1213,1252,1,90.0,709.0,0,52,2012-2013,2012-52,0.12693935119887165
Antigen,1213,1301,1,83.0,944.0,0,1,2012-2013,2013-01,0.08792372881355932
Antigen,1213,1302,1,61.0,919.0,0,2,2012-2013,2013-02,0.06637649619151251
Antigen,1213,1303,1,86.0,889.0,0,3,2012-2013,2013-03,0.09673790776152981
Antigen,1213,1304,1,67.0,769.0,0,4,2012-2013,2013-04,0.08712613784135241
Antigen,1213,1305,1,64.0,683.0,0,5,2012-2013,2013-05,0.09370424597364568
Antigen,1213,1306,1,43.0,487.0,0,6,2012-2013,2013-06,0.08829568788501027
Antigen,1213,1307,1,51.0,515.0,0,7,2012-2013,2013-07,0.09902912621359224
Antigen,1213,1308,1,34.0,410.0,0,8,2012-2013,2013-08,0.08292682926829269
Antigen,1213,1309,1,28.0,382.0,0,9,2012-2013,2013-09,0.07329842931937172
Antigen,1213,1310,1,27.0,388.0,0,10,2012-2013,2013-10,0.06958762886597938
Antigen,1213,1311,1,23.0,458.0,0,11,2012-2013,2013-11,0.05021834061135371
Antigen,1213,1312,1,12.0,422.0,0,12,2012-2013,2013-12,0.02843601895734597
Antigen,1213,1313,1,9.0,381.0,0,13,2012-2013,2013-13,0.023622047244094488
Antigen,1213,1314,1,20.0,409.0,0,14,2012-2013,2013-14,0.0488997555012225
Antigen,1213,1315,1,12.0,408.0,0,15,2012-2013,2013-15,0.029411764705882353
Antigen,1213,1316,1,9.0,409.0,0,16,2012-2013,2013-16,0.022004889975550123
Antigen,1213,1317,1,5.0,302.0,0,17,2012-2013,2013-17,0.016556291390728478
Antigen,1213,1244,10,3.0,210.0,0,44,2012-2013,2012-44,0.014285714285714285
Antigen,1213,1245,10,13.0,252.0,0,45,2012-2013,2012-45,0.051587301587301584
Antigen,1213,1246,10,8.0,271.0,0,46,2012-2013,2012-46,0.02952029520295203
Antigen,1213,1247,10,23.0,255.0,0,47,2012-2013,2012-47,0.09019607843137255
Antigen,1213,1248,10,17.0,324.0,0,48,2012-2013,2012-48,0.05246913580246913
Antigen,1213,1249,10,24.0,278.0,0,49,2012-2013,2012-49,0.08633093525179857
Antigen,1213,1250,10,43.0,304.0,0,50,2012-2013,2012-50,0.14144736842105263
Antigen,1213,1251,10,56.0,294.0,0,51,2012-2013,2012-51,0.19047619047619047
Antigen,1213,1252,10,58.0,300.0,0,52,2012-2013,2012-52,0.19333333333333333
Antigen,1213,1301,10,102.0,347.0,0,1,2012-2013,2013-01,0.29394812680115273
Antigen,1213,1302,10,113.0,389.0,0,2,2012-2013,2013-02,0.29048843187660667
Antigen,1213,1303,10,130.0,451.0,0,3,2012-2013,2013-03,0.28824833702882485
Antigen,1213,1304,10,129.0,473.0,0,4,2012-2013,2013-04,0.2727272727272727
Antigen,1213,1305,10,164.0,531.0,0,5,2012-2013,2013-05,0.3088512241054614
Antigen,1213,1306,10,179.0,493.0,0,6,2012-2013,2013-06,0.3630831643002028
Antigen,1213,1307,10,171.0,507.0,0,7,2012-2013,2013-07,0.33727810650887574
Antigen,1213,1308,10,162.0,459.0,0,8,2012-2013,2013-08,0.35294117647058826
Antigen,1213,1309,10,109.0,350.0,0,9,2012-2013,2013-09,0.31142857142857144
Antigen,1213,1310,10,121.0,384.0,0,10,2012-2013,2013-10,0.3151041666666667
Antigen,1213,1311,10,67.0,300.0,0,11,2012-2013,2013-11,0.22333333333333333
Antigen,1213,1312,10,71.0,353.0,0,12,2012-2013,2013-12,0.20113314447592068
Antigen,1213,1313,10,32.0,267.0,0,13,2012-2013,2013-13,0.1198501872659176
Antigen,1213,1314,10,29.0,239.0,0,14,2012-2013,2013-14,0.12133891213389121
Antigen,1213,1315,10,18.0,198.0,0,15,2012-2013,2013-15,0.09090909090909091
Antigen,1213,1316,10,13.0,195.0,0,16,2012-2013,2013-16,0.06666666666666667
Antigen,1213,1317,10,18.0,232.0,0,17,2012-2013,2013-17,0.07758620689655173
Antigen,1213,1244,2,36.0,366.0,0,44,2012-2013,2012-44,0.09836065573770492
Antigen,1213,1245,2,62.0,366.0,0,45,2012-2013,2012-45,0.16939890710382513
Antigen,1213,1246,2,66.0,397.0,0,46,2012-2013,2012-46,0.16624685138539042
Antigen,1213,1247,2,81.0,424.0,0,47,2012-2013,2012-47,0.19103773584905662
Antigen,1213,1248,2,110.0,513.0,0,48,2012-2013,2012-48,0.21442495126705652
Antigen,1213,1249,2,125.0,627.0,0,49,2012-2013,2012-49,0.19936204146730463
Antigen,1213,1250,2,206.0,965.0,0,50,2012-2013,2012-50,0.21347150259067357
Antigen,1213,1251,2,224.0,1.134,0,51,2012-2013,2012-51,197.5308641975309
Antigen,1213,1252,2,242.0,1.147,0,52,2012-2013,2012-52,210.9851787271142
Antigen,1213,1301,2,243.0,1.202,0,1,2012-2013,2013-01,202.16306156405992
Antigen,1213,1302,2,193.0,1.403,0,2,2012-2013,2013-02,137.5623663578047
Antigen,1213,1303,2,190.0,1.314,0,3,2012-2013,2013-03,144.5966514459665
Antigen,1213,1304,2,184.0,1.022,0,4,2012-2013,2013-04,180.03913894324853
Antigen,1213,1305,2,134.0,903.0,0,5,2012-2013,2013-05,0.14839424141749724
Antigen,1213,1306,2,142.0,828.0,0,6,2012-2013,2013-06,0.17149758454106281
Antigen,1213,1307,2,114.0,768.0,0,7,2012-2013,2013-07,0.1484375
Antigen,1213,1308,2,99.0,713.0,0,8,2012-2013,2013-08,0.1388499298737728
Antigen,1213,1309,2,106.0,693.0,0,9,2012-2013,2013-09,0.15295815295815296
Antigen,1213,1310,2,40.0,586.0,0,10,2012-2013,2013-10,0.06825938566552901
Antigen,1213,1311,2,82.0,710.0,0,11,2012-2013,2013-11,0.11549295774647887
Antigen,1213,1312,2,45.0,607.0,0,12,2012-2013,2013-12,0.07413509060955518
Antigen,1213,1313,2,56.0,549.0,0,13,2012-2013,2013-13,0.10200364298724955
Antigen,1213,1314,2,44.0,440.0,0,14,2012-2013,2013-14,0.1
Antigen,1213,1315,2,31.0,396.0,0,15,2012-2013,2013-15,0.07828282828282829
Antigen,1213,1316,2,23.0,355.0,0,16,2012-2013,2013-16,0.0647887323943662
Antigen,1213,1317,2,15.0,275.0,0,17,2012-2013,2013-17,0.05454545454545454
Antigen,1213,1244,3,53.0,480.0,0,44,2012-2013,2012-44,0.11041666666666666
Antigen,1213,1245,3,79.0,621.0,0,45,2012-2013,2012-45,0.12721417069243157
Antigen,1213,1246,3,93.0,699.0,0,46,2012-2013,2012-46,0.13304721030042918
Antigen,1213,1247,3,142.0,684.0,0,47,2012-2013,2012-47,0.20760233918128654
Antigen,1213,1248,3,176.0,875.0,0,48,2012-2013,2012-48,0.20114285714285715
Antigen,1213,1249,3,252.0,1.01,0,49,2012-2013,2012-49,249.5049504950495
Antigen,1213,1250,3,336.0,1.345,0,50,2012-2013,2012-50,249.81412639405204
Antigen,1213,1251,3,430.0,1.63,0,51,2012-2013,2012-51,263.8036809815951
Antigen,1213,1252,3,456.0,1.792,0,52,2012-2013,2012-52,254.46428571428572
Antigen,1213,1301,3,428.0,1.905,0,1,2012-2013,2013-01,224.67191601049868
Antigen,1213,1302,3,288.0,1.76,0,2,2012-2013,2013-02,163.63636363636363
Antigen,1213,1303,3,263.0,1.275,0,3,2012-2013,2013-03,206.27450980392157
Antigen,1213,1304,3,230.0,1.17,0,4,2012-2013,2013-04,196.5811965811966
Antigen,1213,1305,3,198.0,1.059,0,5,2012-2013,2013-05,186.96883852691218
Antigen,1213,1306,3,129.0,902.0,0,6,2012-2013,2013-06,0.14301552106430154
Antigen,1213,1307,3,146.0,887.0,0,7,2012-2013,2013-07,0.16459977452085683
Antigen,1213,1308,3,154.0,922.0,0,8,2012-2013,2013-08,0.16702819956616052
Antigen,1213,1309,3,117.0,854.0,0,9,2012-2013,2013-09,0.13700234192037472
Antigen,1213,1310,3,106.0,933.0,0,10,2012-2013,2013-10,0.11361200428724544
Antigen,1213,1311,3,76.0,776.0,0,11,2012-2013,2013-11,0.0979381443298969
Antigen,1213,1312,3,58.0,727.0,0,12,2012-2013,2013-12,0.07977991746905089
Antigen,1213,1313,3,54.0,572.0,0,13,2012-2013,2013-13,0.0944055944055944
Antigen,1213,1314,3,51.0,623.0,0,14,2012-2013,2013-14,0.08186195826645265
Antigen,1213,1315,3,33.0,494.0,0,15,2012-2013,2013-15,0.06680161943319839
Antigen,1213,1316,3,24.0,325.0,0,16,2012-2013,2013-16,0.07384615384615385
Antigen,1213,1317,3,20.0,276.0,0,17,2012-2013,2013-17,0.07246376811594203
Antigen,1213,1244,4,269.0,1.368,0,44,2012-2013,2012-44,196.63742690058479
Antigen,1213,1245,4,279.0,1.414,0,45,2012-2013,2012-45,197.31258840169733
Antigen,1213,1246,4,294.0,1.563,0,46,2012-2013,2012-46,188.09980806142036
Antigen,1213,1247,4,312.0,1.641,0,47,2012-2013,2012-47,190.12797074954295
Antigen,1213,1248,4,335.0,1.86,0,48,2012-2013,2012-48,180.10752688172042
Antigen,1213,1249,4,342.0,2.008,0,49,2012-2013,2012-49,170.31872509960158
Antigen,1213,1250,4,376.0,2.033,0,50,2012-2013,2012-50,184.94835218888343
Antigen,1213,1251,4,478.0,2.3,0,51,2012-2013,2012-51,207.82608695652175
Antigen,1213,1252,4,446.0,2.395,0,52,2012-2013,2012-52,186.2212943632568
Antigen,1213,1301,4,491.0,2.492,0,1,2012-2013,2013-01,197.03049759229535
Antigen,1213,1302,4,404.0,2.288,0,2,2012-2013,2013-02,176.5734265734266
Antigen,1213,1303,4,368.0,1.949,0,3,2012-2013,2013-03,188.8147768086198
Antigen,1213,1304,4,372.0,2.052,0,4,2012-2013,2013-04,181.28654970760235
Antigen,1213,1305,4,261.0,1.876,0,5,2012-2013,2013-05,139.12579957356078
Antigen,1213,1306,4,264.0,1.725,0,6,2012-2013,2013-06,153.04347826086956
Antigen,1213,1307,4,199.0,1.568,0,7,2012-2013,2013-07,126.91326530612244
Antigen,1213,1308,4,154.0,1.605,0,8,2012-2013,2013-08,95.95015576323988
Antigen,1213,1309,4,151.0,1.49,0,9,2012-2013,2013-09,101.34228187919463
Antigen,1213,1310,4,127.0,1.482,0,10,2012-2013,2013-10,85.69500674763833
Antigen,1213,1311,4,104.0,1.351,0,11,2012-2013,2013-11,76.980014803849
Antigen,1213,1312,4,80.0,1.288,0,12,2012-2013,2013-12,62.11180124223603
Antigen,1213,1313,4,70.0,1.164,0,13,2012-2013,2013-13,60.137457044673546
Antigen,1213,1314,4,70.0,1.169,0,14,2012-2013,2013-14,59.880239520958085
Antigen,1213,1315,4,52.0,1.059,0,15,2012-2013,2013-15,49.10292728989613
Antigen,1213,1316,4,64.0,1.01,0,16,2012-2013,2013-16,63.366336633663366
Antigen,1213,1317,4,46.0,858.0,0,17,2012-2013,2013-17,0.053613053613053616
Antigen,1213,1244,5,27.0,460.0,0,44,2012-2013,2012-44,0.058695652173913045
Antigen,1213,1245,5,36.0,434.0,0,45,2012-2013,2012-45,0.08294930875576037
Antigen,1213,1246,5,42.0,502.0,0,46,2012-2013,2012-46,0.08366533864541832
Antigen,1213,1247,5,95.0,569.0,0,47,2012-2013,2012-47,0.16695957820738136
Antigen,1213,1248,5,163.0,729.0,0,48,2012-2013,2012-48,0.22359396433470508
Antigen,1213,1249,5,234.0,1.008,0,49,2012-2013,2012-49,232.14285714285714
Antigen,1213,1250,5,353.0,1.173,0,50,2012-2013,2012-50,300.93776641091216
Antigen,1213,1251,5,474.0,1.602,0,51,2012-2013,2012-51,295.8801498127341
Antigen,1213,1252,5,509.0,1.753,0,52,2012-2013,2012-52,290.35938391329154
Antigen,1213,1301,5,558.0,1.896,0,1,2012-2013,2013-01,294.30379746835445
Antigen,1213,1302,5,502.0,1.814,0,2,2012-2013,2013-02,276.7364939360529
Antigen,1213,1303,5,442.0,1.73,0,3,2012-2013,2013-03,255.49132947976878
Antigen,1213,1304,5,435.0,1.444,0,4,2012-2013,2013-04,301.2465373961219
Antigen,1213,1305,5,475.0,1.418,0,5,2012-2013,2013-05,334.9788434414669
Antigen,1213,1306,5,426.0,1.342,0,6,2012-2013,2013-06,317.43666169895675
Antigen,1213,1307,5,422.0,1.349,0,7,2012-2013,2013-07,312.824314306894
Antigen,1213,1308,5,371.0,1.347,0,8,2012-2013,2013-08,275.4268745360059
Antigen,1213,1309,5,297.0,1.137,0,9,2012-2013,2013-09,261.2137203166227
Antigen,1213,1310,5,281.0,1.092,0,10,2012-2013,2013-10,257.3260073260073
Antigen,1213,1311,5,203.0,955.0,0,11,2012-2013,2013-11,0.21256544502617802
Antigen,1213,1312,5,129.0,806.0,0,12,2012-2013,2013-12,0.1600496277915633
Antigen,1213,1313,5,115.0,764.0,0,13,2012-2013,2013-13,0.1505235602094241
Antigen,1213,1314,5,85.0,717.0,0,14,2012-2013,2013-14,0.11854951185495119
Antigen,1213,1315,5,67.0,601.0,0,15,2012-2013,2013-15,0.11148086522462562
Antigen,1213,1316,5,57.0,492.0,0,16,2012-2013,2013-16,0.11585365853658537
Antigen,1213,1317,5,34.0,436.0,0,17,2012-2013,2013-17,0.0779816513761468
Antigen,1213,1244,6,146.0,918.0,0,44,2012-2013,2012-44,0.15904139433551198
Antigen,1213,1245,6,200.0,1.018,0,45,2012-2013,2012-45,196.46365422396858
Antigen,1213,1246,6,280.0,1.312,0,46,2012-2013,2012-46,213.41463414634146
Antigen,1213,1247,6,422.0,1.57,0,47,2012-2013,2012-47,268.78980891719743
Antigen,1213,1248,6,373.0,1.622,0,48,2012-2013,2012-48,229.96300863131935
Antigen,1213,1249,6,469.0,1.714,0,49,2012-2013,2012-49,273.6289381563594
Antigen,1213,1250,6,570.0,2.328,0,50,2012-2013,2012-50,244.84536082474227
Antigen,1213,1251,6,713.0,2.71,0,51,2012-2013,2012-51,263.09963099630994
Antigen,1213,1252,6,802.0,2.796,0,52,2012-2013,2012-52,286.83834048640915
Antigen,1213,1301,6,857.0,2.793,0,1,2012-2013,2013-01,306.83852488363766
Antigen,1213,1302,6,664.0,2.467,0,2,2012-2013,2013-02,269.1528171868666
Antigen,1213,1303,6,617.0,2.317,0,3,2012-2013,2013-03,266.29261976694
Antigen,1213,1304,6,582.0,2.343,0,4,2012-2013,2013-04,248.39948783610757
Antigen,1213,1305,6,546.0,2.056,0,5,2012-2013,2013-05,265.56420233463035
Antigen,1213,1306,6,495.0,2.073,0,6,2012-2013,2013-06,238.78437047756876
Antigen,1213,1307,6,411.0,1.765,0,7,2012-2013,2013-07,232.86118980169974
Antigen,1213,1308,6,349.0,1.641,0,8,2012-2013,2013-08,212.67519804996954
Antigen,1213,1309,6,235.0,1.402,0,9,2012-2013,2013-09,167.61768901569187
Antigen,1213,1310,6,156.0,1.269,0,10,2012-2013,2013-10,122.93144208037826
Antigen,1213,1311,6,158.0,1.181,0,11,2012-2013,2013-11,133.78492802709567
Antigen,1213,1312,6,112.0,1.029,0,12,2012-2013,2013-12,108.843537414966
Antigen,1213,1313,6,75.0,791.0,0,13,2012-2013,2013-13,0.09481668773704172
Antigen,1213,1314,6,60.0,689.0,0,14,2012-2013,2013-14,0.08708272859216255
Antigen,1213,1315,6,46.0,653.0,0,15,2012-2013,2013-15,0.07044410413476264
Antigen,1213,1316,6,26.0,527.0,0,16,2012-2013,2013-16,0.04933586337760911
Antigen,1213,1317,6,17.0,413.0,0,17,2012-2013,2013-17,0.04116222760290557
Antigen,1213,1244,7,12.0,372.0,0,44,2012-2013,2012-44,0.03225806451612903
Antigen,1213,1245,7,22.0,416.0,0,45,2012-2013,2012-45,0.052884615384615384
Antigen,1213,1246,7,21.0,325.0,0,46,2012-2013,2012-46,0.06461538461538462
Antigen,1213,1247,7,48.0,366.0,0,47,2012-2013,2012-47,0.13114754098360656
Antigen,1213,1248,7,62.0,470.0,0,48,2012-2013,2012-48,0.13191489361702127
Antigen,1213,1249,7,84.0,481.0,0,49,2012-2013,2012-49,0.17463617463617465
Antigen,1213,1250,7,147.0,576.0,0,50,2012-2013,2012-50,0.2552083333333333
Antigen,1213,1251,7,178.0,665.0,0,51,2012-2013,2012-51,0.26766917293233083
Antigen,1213,1252,7,221.0,765.0,0,52,2012-2013,2012-52,0.28888888888888886
Antigen,1213,1301,7,217.0,882.0,0,1,2012-2013,2013-01,0.24603174603174602
Antigen,1213,1302,7,186.0,809.0,0,2,2012-2013,2013-02,0.22991347342398022
Antigen,1213,1303,7,189.0,765.0,0,3,2012-2013,2013-03,0.24705882352941178
Antigen,1213,1304,7,184.0,705.0,0,4,2012-2013,2013-04,0.26099290780141843
Antigen,1213,1305,7,171.0,714.0,0,5,2012-2013,2013-05,0.23949579831932774
Antigen,1213,1306,7,161.0,612.0,0,6,2012-2013,2013-06,0.2630718954248366
Antigen,1213,1307,7,119.0,550.0,0,7,2012-2013,2013-07,0.21636363636363637
Antigen,1213,1308,7,114.0,520.0,0,8,2012-2013,2013-08,0.21923076923076923
Antigen,1213,1309,7,82.0,474.0,0,9,2012-2013,2013-09,0.1729957805907173
Antigen,1213,1310,7,54.0,312.0,0,10,2012-2013,2013-10,0.17307692307692307
Antigen,1213,1311,7,38.0,246.0,0,11,2012-2013,2013-11,0.15447154471544716
Antigen,1213,1312,7,18.0,191.0,0,12,2012-2013,2013-12,0.09424083769633508
Antigen,1213,1313,7,18.0,195.0,0,13,2012-2013,2013-13,0.09230769230769231
Antigen,1213,1314,7,11.0,179.0,0,14,2012-2013,2013-14,0.061452513966480445
Antigen,1213,1315,7,10.0,144.0,0,15,2012-2013,2013-15,0.06944444444444445
Antigen,1213,1316,7,9.0,142.0,0,16,2012-2013,2013-16,0.06338028169014084
Antigen,1213,1317,7,3.0,123.0,0,17,2012-2013,2013-17,0.024390243902439025
Antigen,1213,1244,8,4.0,183.0,0,44,2012-2013,2012-44,0.02185792349726776
Antigen,1213,1245,8,3.0,176.0,0,45,2012-2013,2012-45,0.017045454545454544
Antigen,1213,1246,8,7.0,199.0,0,46,2012-2013,2012-46,0.035175879396984924
Antigen,1213,1247,8,10.0,184.0,0,47,2012-2013,2012-47,0.05434782608695652
Antigen,1213,1248,8,9.0,255.0,0,48,2012-2013,2012-48,0.03529411764705882
Antigen,1213,1249,8,28.0,334.0,0,49,2012-2013,2012-49,0.08383233532934131
Antigen,1213,1250,8,20.0,362.0,0,50,2012-2013,2012-50,0.055248618784530384
Antigen,1213,1251,8,30.0,386.0,0,51,2012-2013,2012-51,0.07772020725388601
Antigen,1213,1252,8,39.0,369.0,0,52,2012-2013,2012-52,0.10569105691056911
Antigen,1213,1301,8,56.0,400.0,0,1,2012-2013,2013-01,0.14
Antigen,1213,1302,8,66.0,443.0,0,2,2012-2013,2013-02,0.1489841986455982
Antigen,1213,1303,8,96.0,451.0,0,3,2012-2013,2013-03,0.21286031042128603
Antigen,1213,1304,8,107.0,433.0,0,4,2012-2013,2013-04,0.2471131639722864
Antigen,1213,1305,8,120.0,412.0,0,5,2012-2013,2013-05,0.2912621359223301
Antigen,1213,1306,8,134.0,461.0,0,6,2012-2013,2013-06,0.29067245119305857
Antigen,1213,1307,8,121.0,406.0,0,7,2012-2013,2013-07,0.29802955665024633
Antigen,1213,1308,8,128.0,436.0,0,8,2012-2013,2013-08,0.29357798165137616
Antigen,1213,1309,8,132.0,434.0,0,9,2012-2013,2013-09,0.30414746543778803
Antigen,1213,1310,8,117.0,418.0,0,10,2012-2013,2013-10,0.2799043062200957
Antigen,1213,1311,8,109.0,377.0,0,11,2012-2013,2013-11,0.2891246684350133
Antigen,1213,1312,8,73.0,355.0,0,12,2012-2013,2013-12,0.2056338028169014
Antigen,1213,1313,8,61.0,341.0,0,13,2012-2013,2013-13,0.17888563049853373
Antigen,1213,1314,8,32.0,229.0,0,14,2012-2013,2013-14,0.13973799126637554
Antigen,1213,1315,8,27.0,203.0,0,15,2012-2013,2013-15,0.1330049261083744
Antigen,1213,1316,8,21.0,169.0,0,16,2012-2013,2013-16,0.1242603550295858
Antigen,1213,1317,8,17.0,179.0,0,17,2012-2013,2013-17,0.09497206703910614
Antigen,1213,1244,9,62.0,449.0,0,44,2012-2013,2012-44,0.13808463251670378
Antigen,1213,1245,9,133.0,525.0,0,45,2012-2013,2012-45,0.25333333333333335
Antigen,1213,1246,9,91.0,489.0,0,46,2012-2013,2012-46,0.18609406952965235
Antigen,1213,1247,9,90.0,537.0,0,47,2012-2013,2012-47,0.16759776536312848
Antigen,1213,1248,9,96.0,482.0,0,48,2012-2013,2012-48,0.1991701244813278
Antigen,1213,1249,9,132.0,529.0,0,49,2012-2013,2012-49,0.2495274102079395
Antigen,1213,1250,9,171.0,695.0,0,50,2012-2013,2012-50,0.2460431654676259
Antigen,1213,1251,9,229.0,801.0,0,51,2012-2013,2012-51,0.2858926342072409
Antigen,1213,1252,9,287.0,897.0,0,52,2012-2013,2012-52,0.31995540691192864
Antigen,1213,1301,9,434.0,1.106,0,1,2012-2013,2013-01,392.4050632911392
Antigen,1213,1302,9,346.0,998.0,0,2,2012-2013,2013-02,0.3466933867735471
Antigen,1213,1303,9,357.0,1.034,0,3,2012-2013,2013-03,345.2611218568665
Antigen,1213,1304,9,341.0,1.18,0,4,2012-2013,2013-04,288.98305084745766
Antigen,1213,1305,9,297.0,925.0,0,5,2012-2013,2013-05,0.3210810810810811
Antigen,1213,1306,9,353.0,1.021,0,6,2012-2013,2013-06,345.7394711067581
Antigen,1213,1307,9,305.0,990.0,0,7,2012-2013,2013-07,0.30808080808080807
Antigen,1213,1308,9,253.0,1.004,0,8,2012-2013,2013-08,251.99203187250995
Antigen,1213,1309,9,196.0,868.0,0,9,2012-2013,2013-09,0.22580645161290322
Antigen,1213,1310,9,165.0,728.0,0,10,2012-2013,2013-10,0.22664835164835165
Antigen,1213,1311,9,98.0,637.0,0,11,2012-2013,2013-11,0.15384615384615385
Antigen,1213,1312,9,107.0,615.0,0,12,2012-2013,2013-12,0.17398373983739837
Antigen,1213,1313,9,67.0,508.0,0,13,2012-2013,2013-13,0.13188976377952755
Antigen,1213,1314,9,46.0,513.0,0,14,2012-2013,2013-14,0.08966861598440545
Antigen,1213,1315,9,28.0,430.0,0,15,2012-2013,2013-15,0.06511627906976744
Antigen,1213,1316,9,23.0,373.0,0,16,2012-2013,2013-16,0.06166219839142091
Antigen,1213,1317,9,20.0,313.0,0,17,2012-2013,2013-17,0.06389776357827476
Antigen,1314,1343,1,2.0,241.0,0,43,2013-2014,2013-43,0.008298755186721992
Antigen,1314,1344,1,5.0,289.0,0,44,2013-2014,2013-44,0.01730103806228374
Antigen,1314,1345,1,8.0,308.0,0,45,2013-2014,2013-45,0.025974025974025976
Antigen,1314,1346,1,7.0,300.0,0,46,2013-2014,2013-46,0.023333333333333334
Antigen,1314,1347,1,10.0,285.0,0,47,2013-2014,2013-47,0.03508771929824561
Antigen,1314,1348,1,22.0,279.0,0,48,2013-2014,2013-48,0.07885304659498207
Antigen,1314,1349,1,36.0,358.0,0,49,2013-2014,2013-49,0.1005586592178771
Antigen,1314,1350,1,43.0,417.0,0,50,2013-2014,2013-50,0.10311750599520383
Antigen,1314,1351,1,51.0,394.0,0,51,2013-2014,2013-51,0.12944162436548223
Antigen,1314,1352,1,78.0,462.0,0,52,2013-2014,2013-52,0.16883116883116883
Antigen,1314,1401,1,78.0,578.0,0,1,2013-2014,2014-01,0.13494809688581316
Antigen,1314,1402,1,69.0,613.0,0,2,2013-2014,2014-02,0.11256117455138662
Antigen,1314,1403,1,67.0,587.0,0,3,2013-2014,2014-03,0.1141396933560477
Antigen,1314,1404,1,58.0,624.0,0,4,2013-2014,2014-04,0.09294871794871795
Antigen,1314,1405,1,59.0,609.0,0,5,2013-2014,2014-05,0.09688013136288999
Antigen,1314,1406,1,54.0,524.0,0,6,2013-2014,2014-06,0.10305343511450382
Antigen,1314,1407,1,57.0,561.0,0,7,2013-2014,2014-07,0.10160427807486631
Antigen,1314,1408,1,43.0,549.0,0,8,2013-2014,2014-08,0.07832422586520947
Antigen,1314,1409,1,29.0,460.0,0,9,2013-2014,2014-09,0.06304347826086956
Antigen,1314,1410,1,17.0,425.0,0,10,2013-2014,2014-10,0.04
Antigen,1314,1411,1,32.0,514.0,0,11,2013-2014,2014-11,0.0622568093385214
Antigen,1314,1412,1,20.0,522.0,0,12,2013-2014,2014-12,0.038314176245210725
Antigen,1314,1413,1,11.0,483.0,0,13,2013-2014,2014-13,0.022774327122153208
Antigen,1314,1414,1,12.0,483.0,0,14,2013-2014,2014-14,0.024844720496894408
Antigen,1314,1415,1,7.0,533.0,0,15,2013-2014,2014-15,0.013133208255159476
