region,year,week_number,temperature_mean_c,dewpoint_mean_c,relative_humidity_mean
Nevada,2018,14,23.03,-4.57,18.3
Nevada,2018,15,21.33,-9.73,12.8
Nevada,2018,16,19.58,-6.56,18.7
Nevada,2018,17,26.62,-5.78,12.3
Nevada,2018,18,21.13,0.84,31.7
Nevada,2018,19,28.38,-3.42,14.2
Nevada,2018,20,26.45,-2.11,16.5
Nevada,2018,21,26.1,1.16,21.1
Nevada,2018,22,29.4,0.51,16.9
Nevada,2018,23,32.33,-2.7,11.2
Nevada,2018,24,32.86,0.53,16.4
Nevada,2018,25,33.44,-2.69,10.9
Nevada,2018,26,34.51,-0.77,11.5
Nevada,2018,27,35.69,1.62,13.1
Nevada,2018,28,32.7,17.31,42.3
Nevada,2018,29,34.45,16.74,37.7
Nevada,2018,30,38.05,9.83,19.6
Nevada,2018,31,36.03,11.49,26.2
Nevada,2018,32,35.17,8.8,23.8
Nevada,2018,33,34.26,12.48,29.1
Nevada,2018,34,33.67,10.91,27.9
Nevada,2018,35,31.57,-0.89,13.6
Nevada,2018,36,31.75,6.18,22.1
Nevada,2018,37,31.33,-2.88,11.5
Nevada,2018,38,29.77,-0.98,17.5
Nevada,2018,39,29.23,-0.22,16.1
Nevada,2018,40,23.92,10.97,47.3
Nevada,2018,41,20.71,2.93,34.7
Nevada,2018,42,18.23,-3.47,25.8
Nevada,2018,43,19.99,4.91,40.4
Nevada,2018,44,18.89,-2.54,24.8
Nevada,2018,45,14.7,-9.86,18.8
Nevada,2018,46,11.56,-9.01,24.1
Nevada,2018,47,12.05,-4.67,33.4
Nevada,2018,48,11.12,-4.01,38.4
Nevada,2018,49,8.8,-2.1,50.2
Nevada,2018,50,9.98,-3.64,41.1
Nevada,2018,51,10.68,-2.86,40.6
Nevada,2018,52,7.69,-7.25,35.7
Nevada,2019,1,5.13,-9.08,37.9
Nevada,2019,2,10.0,2.24,60.7
Nevada,2019,3,10.85,3.9,64.8
Nevada,2019,4,10.04,-4.57,37.5
Nevada,2019,5,12.8,-1.38,40.4
Nevada,2019,6,7.61,-2.49,50.4
Nevada,2019,7,8.11,-2.23,50.4
Nevada,2019,8,5.2,-4.13,55.0
Nevada,2019,9,15.27,1.13,41.9
Nevada,2019,10,14.15,0.45,42.0
Nevada,2019,11,13.32,-4.88,32.5
Nevada,2019,12,16.57,-1.02,34.2
Nevada,2019,13,18.08,-6.71,20.4
Nevada,2019,14,19.74,-1.77,25.2
Nevada,2019,15,19.47,-3.45,22.8
Nevada,2019,16,21.73,-1.15,25.6
Nevada,2019,17,26.16,0.74,20.7
Nevada,2019,18,22.58,-1.39,23.7
Nevada,2019,19,21.92,5.05,38.3
Nevada,2019,20,23.52,0.79,25.0
Nevada,2019,21,18.84,1.33,34.0
Nevada,2019,22,23.83,1.88,27.0
Nevada,2019,23,29.99,0.58,16.1
Nevada,2019,24,32.35,0.19,14.1
Nevada,2019,25,30.85,2.08,17.8
Nevada,2019,26,31.73,-1.3,12.7
Nevada,2019,27,32.72,-0.83,12.5
Nevada,2019,28,34.71,1.49,13.1
Nevada,2019,29,35.03,-1.97,10.2
Nevada,2019,30,35.01,12.19,27.1
Nevada,2019,31,35.49,6.37,20.2
Nevada,2019,32,34.04,2.94,16.3
Nevada,2019,33,34.09,-2.35,10.7
Nevada,2019,34,33.51,-0.92,13.1
Nevada,2019,35,35.24,4.43,16.1
Nevada,2019,36,33.99,9.22,23.5
Nevada,2019,37,28.82,0.6,17.7
Nevada,2019,38,26.24,-1.65,17.0
Nevada,2019,39,25.77,4.86,30.2
Nevada,2019,40,20.81,-9.55,13.1
Nevada,2019,41,19.81,-12.25,11.2
Nevada,2019,42,20.58,-6.5,16.6
Nevada,2019,43,19.18,-7.64,16.4
Nevada,2019,44,10.89,-17.44,13.0
Nevada,2019,45,16.87,-10.4,15.6
Nevada,2019,46,16.98,-6.28,20.9
Nevada,2019,47,12.73,2.47,56.6
Nevada,2019,48,8.03,-1.28,54.8
Nevada,2019,49,10.98,5.46,70.2
Nevada,2019,50,10.47,3.14,62.1
Nevada,2019,51,6.75,-4.4,46.3
Nevada,2019,52,7.48,0.04,61.5
Nevada,2020,1,7.89,-1.58,53.2
Nevada,2020,2,8.05,-4.12,44.1
Nevada,2020,3,8.73,-4.46,42.4
Nevada,2020,4,11.57,-0.92,44.5
Nevada,2020,5,12.07,-3.92,34.7
Nevada,2020,6,8.93,-9.33,29.2
Nevada,2020,7,11.09,-8.14,27.6
Nevada,2020,8,12.64,-5.72,32.3
Nevada,2020,9,13.08,-2.83,36.0
Nevada,2020,10,15.85,-1.91,31.9
Nevada,2020,11,15.17,5.62,56.5
Nevada,2020,12,12.53,3.5,56.7
Nevada,2020,13,14.27,-2.37,35.0
Nevada,2020,14,17.97,-4.2,24.4
Nevada,2020,15,15.69,2.42,43.3
Nevada,2020,16,18.7,-3.33,28.0
Nevada,2020,17,23.71,0.1,24.5
Nevada,2020,18,28.19,-1.11,15.7
Nevada,2020,19,27.86,-7.28,10.3
Nevada,2020,20,26.25,-0.05,19.3
Nevada,2020,21,23.87,-3.93,17.0
Nevada,2020,22,31.45,-0.35,13.7
Nevada,2020,23,31.08,1.24,16.2
Nevada,2020,24,27.2,-6.39,11.7
Nevada,2020,25,31.13,-1.8,12.8
Nevada,2020,26,35.23,1.98,13.4
Nevada,2020,27,31.51,-1.54,12.6
Nevada,2020,28,35.92,-3.34,9.1
Nevada,2020,29,36.54,0.6,11.1
Nevada,2020,30,34.68,3.37,14.7
Nevada,2020,31,36.65,-0.5,10.8
Nevada,2020,32,33.64,-2.77,10.3
Nevada,2020,33,35.69,-0.23,11.5
Nevada,2020,34,37.08,9.2,20.6
Nevada,2020,35,35.19,4.76,17.6
Nevada,2020,36,33.58,-0.35,12.9
Nevada,2020,37,27.15,-3.55,14.2
Nevada,2020,38,30.93,-0.66,13.9
Nevada,2020,39,30.15,0.3,15.4
Nevada,2020,40,27.44,-7.84,10.3
Nevada,2020,41,26.57,-5.01,13.8
Nevada,2020,42,24.78,-4.05,15.4
Nevada,2020,43,22.95,-3.23,18.4
Nevada,2020,44,16.35,-10.68,15.6
Nevada,2020,45,19.86,-1.86,25.4
Nevada,2020,46,11.5,-6.43,30.4
Nevada,2020,47,16.18,-4.94,25.2
Nevada,2020,48,10.37,-8.32,27.2
Nevada,2020,49,9.12,-13.26,20.6
Nevada,2020,50,10.53,-11.3,22.8
Nevada,2020,51,8.17,-7.17,34.4
Nevada,2020,52,9.17,-11.53,23.3
Nevada,2020,53,7.61,-6.29,39.1
Nevada,2021,1,9.19,-7.03,32.6
Nevada,2021,2,10.4,-8.34,27.0
Nevada,2021,3,11.41,-2.94,39.1
Nevada,2021,4,7.6,-0.47,58.5
Nevada,2021,5,12.6,-5.17,31.9
Nevada,2021,6,14.3,-5.85,26.3
Nevada,2021,7,11.04,-9.94,24.3
Nevada,2021,8,11.83,-13.47,17.6
Nevada,2021,9,13.66,-10.8,20.2
Nevada,2021,10,11.5,-3.5,42.1
Nevada,2021,11,14.7,-1.36,36.9
Nevada,2021,12,15.41,-7.32,22.4
Nevada,2021,13,20.28,-13.69,10.6
Nevada,2021,14,23.02,-11.25,10.4
Nevada,2021,15,20.66,-7.7,16.0
Nevada,2021,16,22.69,-6.94,15.1
Nevada,2021,17,23.0,-3.53,20.4
Nevada,2021,18,26.43,-6.37,12.0
Nevada,2021,19,27.25,-5.62,12.7
Nevada,2021,20,23.2,-4.03,18.3
Nevada,2021,21,28.18,-4.89,12.1
Nevada,2021,22,34.26,-1.11,11.3
Nevada,2021,23,29.58,-5.22,11.2
Nevada,2021,24,37.98,-0.33,9.7
Nevada,2021,25,34.03,3.32,16.5
Nevada,2021,26,34.38,6.41,20.9
Nevada,2021,27,38.89,5.75,14.1
Nevada,2021,28,35.28,14.1,30.4
Nevada,2021,29,33.52,16.48,37.9
Nevada,2021,30,31.99,14.98,39.5
Nevada,2021,31,36.16,2.89,14.6
Nevada,2021,32,34.49,10.96,26.8
Nevada,2021,33,32.89,8.61,24.1
Nevada,2021,34,33.65,-0.9,12.3
Nevada,2021,35,31.29,6.41,26.6
Nevada,2021,36,34.11,5.78,18.6
Nevada,2021,37,30.7,-1.3,14.7
Nevada,2021,38,27.72,1.78,21.0
Nevada,2021,39,24.62,-0.17,21.9
Nevada,2021,40,22.83,4.59,33.4
Nevada,2021,41,16.98,-4.94,24.4
Nevada,2021,42,18.42,-2.21,26.7
Nevada,2021,43,19.27,2.83,35.9
Nevada,2021,44,19.99,-0.16,27.8
Nevada,2021,45,18.8,-0.14,29.9
Nevada,2021,46,15.8,-4.64,25.3
Nevada,2021,47,12.76,-12.52,16.9
Nevada,2021,48,14.17,-5.98,25.8
Nevada,2021,49,10.53,-3.0,41.7
Nevada,2021,50,7.15,-4.66,45.3
Nevada,2021,51,9.87,-1.44,47.4
Nevada,2021,52,7.88,-3.64,47.2
Nevada,2022,1,9.27,-8.35,31.0
Nevada,2022,2,11.12,-9.02,25.2
Nevada,2022,3,10.73,-4.68,36.5
Nevada,2022,4,9.46,-11.62,23.2
Nevada,2022,5,8.34,-13.03,21.9
Nevada,2022,6,14.76,-8.4,21.3
Nevada,2022,7,13.21,-8.98,22.6
Nevada,2022,8,9.75,-11.41,24.8
Nevada,2022,9,15.29,-10.81,18.6
Nevada,2022,10,11.92,-12.37,18.8
Nevada,2022,11,17.43,-7.92,19.1
Nevada,2022,12,20.43,-8.29,15.5
Nevada,2022,13,20.6,-1.86,26.9
Nevada,2022,14,22.85,-9.96,11.7
Nevada,2022,15,18.17,-8.66,17.0
Nevada,2022,16,21.74,-5.08,19.1
Nevada,2022,17,23.22,-9.63,11.6
Nevada,2022,18,24.98,-3.72,15.9
Nevada,2022,19,21.13,-10.27,12.3
Nevada,2022,20,28.32,-5.99,11.0
Nevada,2022,21,29.2,-3.66,12.7
Nevada,2022,22,27.65,-3.21,14.4
Nevada,2022,23,34.88,3.38,15.1
Nevada,2022,24,30.51,-4.19,11.6
Nevada,2022,25,31.19,0.85,16.5
Nevada,2022,26,35.38,5.1,16.5
Nevada,2022,27,33.87,-1.2,11.8
Nevada,2022,28,36.95,9.48,21.1
Nevada,2022,29,36.97,9.24,20.3
Nevada,2022,30,31.76,17.11,43.4
Nevada,2022,31,32.1,16.87,43.5
Nevada,2022,32,31.8,16.93,43.2
Nevada,2022,33,32.92,15.62,37.6
Nevada,2022,34,33.78,12.07,28.8
Nevada,2022,35,35.36,9.22,21.9
Nevada,2022,36,33.26,10.84,29.1
Nevada,2022,37,28.22,7.82,30.7
Nevada,2022,38,28.18,1.27,20.0
Nevada,2022,39,29.21,4.89,23.8
Nevada,2022,40,27.02,5.69,27.0
Nevada,2022,41,24.61,2.83,26.8
Nevada,2022,42,22.71,0.71,25.8
Nevada,2022,43,15.21,-8.14,20.5
Nevada,2022,44,14.57,-5.41,27.3
Nevada,2022,45,12.79,-0.77,41.8
Nevada,2022,46,9.67,-9.31,27.1
Nevada,2022,47,10.01,-10.84,23.2
Nevada,2022,48,10.63,-3.15,40.2
Nevada,2022,49,9.56,-1.66,47.4
Nevada,2022,50,5.75,-7.22,41.7
Nevada,2022,51,8.85,-6.3,35.2
Nevada,2022,52,12.29,2.23,52.9
Nevada,2023,1,9.04,3.05,67.5
Nevada,2023,2,10.2,2.01,58.0
Nevada,2023,3,7.35,-1.86,54.2
Nevada,2023,4,8.25,-6.18,37.5
Nevada,2023,5,8.47,-5.3,40.2
Nevada,2023,6,10.89,-9.1,25.8
Nevada,2023,7,9.08,-10.57,25.6
Nevada,2023,8,9.88,-4.79,40.0
Nevada,2023,9,10.1,-2.66,43.5
Nevada,2023,10,14.88,-5.43,29.6
Nevada,2023,11,14.94,-1.79,36.1
Nevada,2023,12,12.13,-0.67,45.5
Nevada,2023,13,13.53,-11.4,22.8
Nevada,2023,14,14.94,-10.75,18.2
Nevada,2023,15,22.48,-6.67,15.8
Nevada,2023,16,20.94,-8.14,15.0
Nevada,2023,17,25.32,-5.3,14.2
Nevada,2023,18,20.86,-2.87,22.5
Nevada,2023,19,24.78,-3.08,17.4
Nevada,2023,20,28.94,5.49,25.0
Nevada,2023,21,28.37,0.66,18.5
Nevada,2023,22,28.05,0.77,18.1
Nevada,2023,23,27.64,0.67,19.1
Nevada,2023,24,27.64,7.97,32.2
Nevada,2023,25,28.67,-5.38,12.4
Nevada,2023,26,32.0,-1.35,12.8
Nevada,2023,27,34.67,-3.18,9.7
Nevada,2023,28,36.49,1.17,11.9
Nevada,2023,29,39.08,7.54,15.6
Nevada,2023,30,37.82,6.24,15.4
Nevada,2023,31,32.91,7.1,26.1
Nevada,2023,32,33.35,3.99,20.9
Nevada,2023,33,31.22,11.57,36.5
Nevada,2023,34,29.63,14.83,47.3
Nevada,2023,35,31.17,9.5,36.7
Nevada,2023,36,28.67,9.96,35.2
Nevada,2023,37,28.29,10.41,35.8
Nevada,2023,38,26.01,4.18,26.9
Nevada,2023,39,25.38,1.15,23.4
Nevada,2023,40,23.24,3.41,30.3
Nevada,2023,41,22.69,-0.98,22.2
Nevada,2023,42,24.64,-0.9,20.2
Nevada,2023,43,19.66,0.1,28.9
Nevada,2023,44,15.58,-11.31,15.6
Nevada,2023,45,16.14,-7.06,21.1
Nevada,2023,46,15.41,2.99,49.0
Nevada,2023,47,11.36,-5.33,31.8
Nevada,2023,48,9.55,-5.18,36.8
Nevada,2023,49,11.75,-4.75,33.5
Nevada,2023,50,9.56,-8.14,29.4
Nevada,2023,51,12.49,-0.08,45.3
Nevada,2023,52,9.26,-5.17,38.3
Nevada,2024,1,8.78,-4.09,43.2
Nevada,2024,2,5.64,-10.3,33.4
Nevada,2024,3,10.35,-0.79,48.2
Nevada,2024,4,11.39,4.43,66.1
Nevada,2024,5,12.42,3.69,57.5
Nevada,2024,6,8.55,1.99,65.5
Nevada,2024,7,11.74,0.66,49.2
Nevada,2024,8,13.63,3.15,53.1
Nevada,2024,9,15.3,-2.1,33.1
Nevada,2024,10,13.55,-4.11,32.3
Nevada,2024,11,13.08,-0.48,44.7
Nevada,2024,12,16.77,0.95,38.7
Nevada,2024,13,15.44,-3.57,32.5
Nevada,2024,14,14.9,-2.6,34.7
Nevada,2024,15,19.42,-6.49,18.9
Nevada,2024,16,22.35,-2.99,21.0
Nevada,2024,17,22.32,-0.18,27.3
Nevada,2024,18,23.75,-4.66,17.5
Nevada,2024,19,20.97,-4.8,19.0
Nevada,2024,20,28.95,-1.6,14.7
Nevada,2024,21,26.16,-1.83,17.1
Nevada,2024,22,30.74,-1.48,13.5
Nevada,2024,23,34.38,3.38,15.3
Nevada,2024,24,33.92,-2.89,10.1
Nevada,2024,25,32.53,-1.88,11.9
Nevada,2024,26,36.66,4.95,16.1
Nevada,2024,27,36.75,-2.22,9.4
Nevada,2024,28,38.4,1.0,12.5
Nevada,2024,29,36.5,10.53,22.1
Nevada,2024,30,36.98,8.26,20.1
Nevada,2024,31,35.22,2.94,15.9
Nevada,2024,32,36.42,12.31,25.4
Nevada,2024,33,34.27,6.87,20.9
Nevada,2024,34,33.07,1.2,15.6
Nevada,2024,35,31.55,2.48,16.7
Nevada,2024,36,33.7,5.0,17.8
Nevada,2024,37,30.69,2.24,18.0
Nevada,2024,38,25.03,1.8,23.8
Nevada,2024,39,29.93,-0.83,14.7
Nevada,2024,40,30.56,-1.58,13.4
Nevada,2024,41,28.02,-2.89,13.9
Nevada,2024,42,22.55,-1.03,22.1
Nevada,2024,43,21.1,-1.39,24.0
Nevada,2024,44,16.51,-4.59,24.9
Nevada,2024,45,12.42,-8.88,22.7
Nevada,2024,46,12.64,-5.99,28.6
Nevada,2024,47,11.26,-9.21,24.7
Nevada,2024,48,11.51,-5.17,33.0
Nevada,2024,49,12.53,-10.13,20.6
Nevada,2024,50,8.39,-9.96,28.5
Nevada,2024,51,11.37,-8.33,25.3
Nevada,2024,52,11.24,-2.85,39.6
Nevada,2025,1,10.95,-7.58,28.2
Nevada,2025,2,9.99,-9.36,25.7
Nevada,2025,3,7.75,-12.26,23.9
Nevada,2025,4,6.16,-17.5,17.3
Nevada,2025,5,8.88,-5.1,38.7
Nevada,2025,6,16.41,-0.47,34.5
Nevada,2025,7,10.64,-6.75,34.2
Nevada,2025,8,14.09,-6.91,26.1
Nevada,2025,9,17.39,-10.82,14.9
Nevada,2025,10,12.79,-4.73,31.7
Nevada,2025,11,12.9,-2.16,41.7
Nevada,2025,12,16.7,-9.4,18.1
Nevada,2025,13,21.52,-3.04,21.0
Nevada,2025,14,15.57,-5.67,25.6
Nevada,2025,15,25.03,-7.07,12.8
Nevada,2025,16,20.93,-6.75,17.4
Nevada,2025,17,21.99,-6.27,17.3
Nevada,2025,18,22.59,-0.39,23.9
Nevada,2025,19,23.37,6.08,41.2
Nevada,2025,20,24.13,-2.89,18.4
Nevada,2025,21,28.29,-4.07,12.7
Nevada,2025,22,31.48,-1.83,12.4
Nevada,2025,23,29.3,8.96,31.8
Nevada,2025,24,34.95,-0.91,11.0
Nevada,2025,25,33.54,-4.56,9.3
Nevada,2025,26,31.57,-1.83,12.3
Nevada,2025,27,33.3,3.39,17.8
Nevada,2025,28,36.25,-1.59,9.9
Nevada,2025,29,34.95,8.07,21.6
Nevada,2025,30,32.14,-2.14,12.3
Nevada,2025,31,33.87,-2.71,10.4
Nevada,2025,32,35.82,-1.64,10.0
Nevada,2025,33,35.22,3.75,16.0
Nevada,2025,34,35.5,5.18,16.4
Nevada,2025,35,30.22,10.48,33.3
Nevada,2025,36,31.11,11.72,34.0
Nevada,2025,37,28.83,1.77,19.7
Nevada,2025,38,27.91,5.92,30.5
Nevada,2025,39,27.14,6.53,30.8
Nevada,2025,40,24.65,3.53,28.1
Nevada,2025,41,22.83,5.13,37.6
Nevada,2025,42,18.5,0.46,33.3
Nevada,2025,43,21.49,-0.44,25.3
Nevada,2025,44,19.78,-4.66,20.5
Nevada,2025,45,19.94,-1.91,24.7
Nevada,2025,46,18.33,2.42,39.3
Nevada,2025,47,12.25,6.88,71.1
Nevada,2025,48,12.12,3.06,56.8
Nevada,2025,49,9.25,-2.9,44.8
Nevada,2025,50,12.96,-0.5,42.1
Nevada,2025,51,12.6,-1.75,39.6
Nevada,2025,52,13.06,5.34,61.2
Nevada,2026,1,9.77,2.89,66.4
Nevada,2026,2,9.04,-0.68,53.9
Nevada,2026,3,13.37,-3.4,33.6
New Hampshire,2002,1,3.09,-3.96,60.1
New Hampshire,2002,2,5.8,1.74,75.6
New Hampshire,2002,3,3.99,-1.62,67.6
New Hampshire,2002,4,6.8,2.52,74.9
New Hampshire,2002,5,5.99,2.01,77.0
New Hampshire,2002,6,3.41,-2.57,65.5
New Hampshire,2002,7,4.1,-1.46,68.4
New Hampshire,2002,8,5.23,0.39,72.0
New Hampshire,2002,9,5.56,0.79,73.1
New Hampshire,2002,10,5.58,0.65,72.7
New Hampshire,2002,11,5.74,1.91,78.2
New Hampshire,2002,12,3.62,-1.73,69.0
New Hampshire,2002,13,6.56,3.83,83.3
New Hampshire,2002,14,5.89,-0.36,65.9
New Hampshire,2002,15,8.6,6.36,86.3
New Hampshire,2002,16,11.15,9.56,90.6
New Hampshire,2002,17,7.97,3.28,73.0
New Hampshire,2002,18,9.28,5.6,78.7
New Hampshire,2002,19,11.31,8.31,82.4
New Hampshire,2002,20,10.85,6.99,78.0
New Hampshire,2002,21,10.97,6.81,75.8
New Hampshire,2002,22,14.67,13.47,93.2
New Hampshire,2002,23,14.52,11.2,80.8
New Hampshire,2002,24,14.68,12.63,87.6
New Hampshire,2002,25,16.99,14.88,87.5
New Hampshire,2002,26,19.7,17.71,88.5
New Hampshire,2002,27,21.76,18.3,81.1
New Hampshire,2002,28,20.8,16.32,76.5
New Hampshire,2002,29,21.1,18.5,85.4
New Hampshire,2002,30,20.18,17.16,83.0
New Hampshire,2002,31,23.21,20.98,87.6
New Hampshire,2002,32,21.95,16.68,73.1
New Hampshire,2002,33,23.2,21.74,91.6
New Hampshire,2002,34,21.95,18.46,80.9
New Hampshire,2002,35,19.95,16.9,82.8
New Hampshire,2002,36,19.95,16.52,81.3
New Hampshire,2002,37,20.04,16.04,79.3
New Hampshire,2002,38,19.85,17.28,85.4
New Hampshire,2002,39,18.91,15.89,83.1
New Hampshire,2002,40,18.87,15.11,79.3
New Hampshire,2002,41,16.13,11.41,74.5
New Hampshire,2002,42,13.87,7.54,66.8
New Hampshire,2002,43,10.79,3.77,63.0
New Hampshire,2002,44,7.96,0.58,60.0
New Hampshire,2002,45,10.54,5.44,71.6
New Hampshire,2002,46,12.17,9.5,84.1
New Hampshire,2002,47,9.83,5.5,75.2
New Hampshire,2002,48,6.25,1.04,69.8
New Hampshire,2002,49,2.7,-2.49,69.3
New Hampshire,2002,50,6.01,1.78,74.9
New Hampshire,2002,51,5.8,0.49,69.6
New Hampshire,2002,52,4.03,-1.71,66.8
New Hampshire,2003,1,4.19,0.61,78.1
New Hampshire,2003,2,2.48,-2.27,71.3
New Hampshire,2003,3,-2.05,-8.19,63.3
New Hampshire,2003,4,-3.96,-9.45,66.3
New Hampshire,2003,5,0.21,-2.98,79.6
New Hampshire,2003,6,1.07,-4.13,68.9
New Hampshire,2003,7,-3.72,-9.4,65.5
New Hampshire,2003,8,2.75,0.41,84.8
New Hampshire,2003,9,-0.6,-5.87,68.0
New Hampshire,2003,10,1.07,-3.32,73.3
New Hampshire,2003,11,0.89,-4.38,69.6
New Hampshire,2003,12,4.85,2.87,87.6
New Hampshire,2003,13,6.51,4.7,88.4
New Hampshire,2003,14,3.44,-0.23,78.8
New Hampshire,2003,15,3.8,0.97,82.4
New Hampshire,2003,16,5.25,2.05,80.1
New Hampshire,2003,17,6.9,4.15,83.3
New Hampshire,2003,18,9.48,7.08,85.3
New Hampshire,2003,19,9.0,7.76,92.2
New Hampshire,2003,20,9.65,7.16,84.7
New Hampshire,2003,21,11.05,9.15,88.3
New Hampshire,2003,22,11.35,10.1,92.1
New Hampshire,2003,23,13.02,10.9,87.3
New Hampshire,2003,24,14.51,13.54,94.0
New Hampshire,2003,25,14.09,12.69,91.5
New Hampshire,2003,26,18.78,16.98,89.5
New Hampshire,2003,27,20.16,18.37,89.6
New Hampshire,2003,28,20.5,18.66,89.3
New Hampshire,2003,29,20.12,18.22,89.0
New Hampshire,2003,30,21.8,19.85,88.8
New Hampshire,2003,31,20.98,19.11,89.2
New Hampshire,2003,32,22.6,21.45,93.2
New Hampshire,2003,33,23.35,21.65,90.3
New Hampshire,2003,34,22.28,18.24,78.8
New Hampshire,2003,35,20.91,17.79,82.8
New Hampshire,2003,36,19.24,16.35,83.7
New Hampshire,2003,37,18.27,14.72,80.1
New Hampshire,2003,38,20.03,17.88,87.7
New Hampshire,2003,39,19.76,16.56,82.3
New Hampshire,2003,40,15.55,8.16,62.2
New Hampshire,2003,41,16.02,11.29,75.7
New Hampshire,2003,42,14.33,8.12,67.2
New Hampshire,2003,43,11.31,5.49,68.5
New Hampshire,2003,44,14.69,11.27,80.4
New Hampshire,2003,45,11.96,7.92,78.0
New Hampshire,2003,46,8.4,1.96,64.9
New Hampshire,2003,47,10.42,6.28,75.7
New Hampshire,2003,48,9.57,5.06,74.3
New Hampshire,2003,49,3.35,-1.96,69.2
New Hampshire,2003,50,4.19,-1.14,68.9
New Hampshire,2003,51,4.78,-0.24,70.4
New Hampshire,2003,52,7.03,2.42,73.2
New Hampshire,2004,1,7.14,3.18,76.6
New Hampshire,2004,2,-2.86,-7.85,69.3
New Hampshire,2004,3,-3.82,-7.61,75.9
New Hampshire,2004,4,-4.37,-9.82,66.2
New Hampshire,2004,5,-3.96,-9.09,68.0
New Hampshire,2004,6,1.27,-3.15,73.5
New Hampshire,2004,7,1.48,-3.88,68.3
New Hampshire,2004,8,0.83,-4.66,68.0
New Hampshire,2004,9,1.62,-5.54,59.8
New Hampshire,2004,10,5.58,2.98,83.9
New Hampshire,2004,11,2.28,-3.23,68.0
New Hampshire,2004,12,2.44,-1.05,78.1
New Hampshire,2004,13,3.6,-1.07,73.3
New Hampshire,2004,14,4.04,2.71,91.2
New Hampshire,2004,15,4.51,-0.14,73.0
New Hampshire,2004,16,7.0,4.57,85.3
New Hampshire,2004,17,8.14,5.15,82.5
New Hampshire,2004,18,9.25,6.79,85.2
New Hampshire,2004,19,9.84,6.66,81.8
New Hampshire,2004,20,11.97,11.13,94.6
New Hampshire,2004,21,13.07,12.05,93.7
New Hampshire,2004,22,12.94,10.81,87.7
New Hampshire,2004,23,13.29,10.96,85.9
New Hampshire,2004,24,14.59,11.95,84.4
New Hampshire,2004,25,17.38,15.19,88.0
New Hampshire,2004,26,17.62,15.15,86.0
New Hampshire,2004,27,19.01,16.84,87.5
New Hampshire,2004,28,19.99,17.77,87.3
New Hampshire,2004,29,19.65,17.5,87.6
New Hampshire,2004,30,20.97,19.59,92.0
New Hampshire,2004,31,20.97,19.66,92.3
New Hampshire,2004,32,20.28,17.29,83.8
New Hampshire,2004,33,21.19,19.3,89.2
New Hampshire,2004,34,20.33,18.38,88.7
New Hampshire,2004,35,20.12,16.74,81.4
New Hampshire,2004,36,20.63,18.1,85.8
New Hampshire,2004,37,20.17,16.86,81.7
New Hampshire,2004,38,18.9,15.69,82.2
New Hampshire,2004,39,17.92,13.29,74.8
New Hampshire,2004,40,17.23,14.23,83.1
New Hampshire,2004,41,16.02,10.69,71.8
New Hampshire,2004,42,14.64,9.97,74.4
New Hampshire,2004,43,12.37,7.32,71.6
New Hampshire,2004,44,12.25,7.9,75.2
New Hampshire,2004,45,11.85,6.14,68.7
New Hampshire,2004,46,7.2,1.09,66.2
New Hampshire,2004,47,9.84,5.49,74.7
New Hampshire,2004,48,10.74,5.95,73.4
New Hampshire,2004,49,8.07,1.88,65.4
New Hampshire,2004,50,8.93,5.54,79.9
New Hampshire,2004,51,4.2,-1.92,65.0
New Hampshire,2004,52,4.41,-0.36,72.3
New Hampshire,2004,53,3.77,-0.49,74.0
New Hampshire,2005,1,5.41,2.52,82.4
New Hampshire,2005,2,5.01,0.91,75.9
New Hampshire,2005,3,-4.36,-8.4,73.9
New Hampshire,2005,4,-3.59,-8.56,69.5
New Hampshire,2005,5,1.82,-1.44,79.4
New Hampshire,2005,6,2.71,-1.06,77.6
New Hampshire,2005,7,1.48,-4.06,67.9
New Hampshire,2005,8,-0.03,-5.26,69.3
New Hampshire,2005,9,-0.21,-5.89,66.4
New Hampshire,2005,10,1.01,-3.65,72.7
New Hampshire,2005,11,1.94,-3.55,67.4
New Hampshire,2005,12,3.12,0.49,83.1
New Hampshire,2005,13,5.34,3.48,87.9
New Hampshire,2005,14,5.89,2.97,81.8
New Hampshire,2005,15,4.89,0.14,71.7
New Hampshire,2005,16,8.54,5.99,84.2
New Hampshire,2005,17,9.44,6.78,84.0
New Hampshire,2005,18,8.67,5.68,81.7
New Hampshire,2005,19,9.42,6.66,83.9
New Hampshire,2005,20,10.2,8.42,88.9
New Hampshire,2005,21,10.3,8.92,91.2
New Hampshire,2005,22,12.01,10.77,92.2
New Hampshire,2005,23,15.65,14.75,94.4
New Hampshire,2005,24,15.93,14.18,89.4
New Hampshire,2005,25,16.33,13.85,85.3
New Hampshire,2005,26,18.56,17.47,93.7
New Hampshire,2005,27,18.13,16.19,88.8
New Hampshire,2005,28,19.3,17.79,91.4
New Hampshire,2005,29,22.99,20.33,85.4
New Hampshire,2005,30,21.35,19.53,89.7
New Hampshire,2005,31,22.3,19.97,86.8
New Hampshire,2005,32,23.63,22.21,91.9
New Hampshire,2005,33,21.39,18.7,84.9
New Hampshire,2005,34,21.38,17.64,79.5
New Hampshire,2005,35,22.03,19.4,85.4
New Hampshire,2005,36,19.78,14.47,71.8
New Hampshire,2005,37,21.71,19.75,89.0
New Hampshire,2005,38,20.45,16.32,77.7
